Portfolio,Provenance Statement,Date,Signed,Period,(not entered),Artist,On View,Img_path,Markings,More Information,Inscribed,Dynasty,Classifications,Dimensions,Credit Line,Culture,Object number,Materials,Place of Origin,Department,Img_url,Title
,,,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2805.jpg,,"Probably modified from bronze ding and gui shapes of the Shang-Zhou era, the dui appeared in the southern central Chu region during the late Spring and Autumn period. The Chu, who conducted funeral and ceremonial rites different from the people of the Central Plains, used two standard sets of ritual vessels consisting of dui, ding, and hu, or fu, ding , and hu . Most pottery dui maintained the shape of their bronze counterparts but, as seen in this piece, omitted the multiple-looped handles commonly placed on bronze dui . The Chu dui , with its two equal segments of cover and body, is distinctive from the northern dui with its more shallow cover. The soft-paste black ware embellished with metal foil was a special product of the Chu manufactured during the Warring States period.",,,Ceramics,Overall: H. 8 3/4 in × W. 7 in × D. 6 7/8 in (22.2 cm × 17.8 cm × 17.5 cm),The Avery Brundage Collection,Chu culture,B60P1828.a-.b,Charcoal-colored low-fired ceramic with traces of tin foil,"Henan province or Hubei province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/17942/preview,Tripod bowl with cover (dui)
,,,,,,,Not on view,images_china/asian_china2806.jpg,,"Modeled after bronze pou, ceramic versions originated in the Central Plains and spread southward throughout the country during the Shang-Zhou period. Ceramic pou, executed in many local kilns, differ from each other in shape and decoration. The large animal-mask handles with sharply projecting horns placed on the shoulder of the jar are stylistically close to those found on vessels from Zhejiang and Jiangsu. The deqing kiln of Zhejiang has been identified as the site responsible for developing glazed pou during the Warring States period (KG 1989.9: 785).",,Western Han period (206 BCE-9 CE),Ceramics,"H. 7 1/4 in x Diam. 12 1/2 in, H. 18.5 cm x Diam. 31.8 cm",The Avery Brundage Collection,,B60P2198,Purplish-brown high-fired ceramic with incised and grooved friezes and yellowish-green glaze,"Jiangsu province or Zhejiang province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/18788/preview,Jar with two animal-mask handles
,,approx. 100-200,,,,,Not on view,images_china/asian_china2807.jpg,,"As a new type of mortuary object which first appears in the Han dynasty, pottery well models tended to imitate the actual wooden frames constructed over wells. Han well models can be divided into three types according to their region of production: the Central Plains type, the south central region type, and the Guangdong type. The Central Plains style shown here is marked by molded pictorial representations on the outer sides depicting images ranging from scenes of everyday life to illustrations of immortal creatures, the whole usually framed by geometric friezes. Unglazed rectangular models were mass produced in Henan (KGXB 1963.2: pl. 5; KG 1963.2: pl. 6.4).",,Eastern Han period (25-220),Ceramics,"H. 9 1/4 in x W. 7 1/2 in, H. 23.5 cm x W. 19 cm",The Avery Brundage Collection,,B60P2199,Gray low-fired ceramic with molded design,"Central Plains, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/18789/preview,Well head
,,approx. 4000-2000 BCE,,,,,Not on view,images_china/asian_china2808.jpg,,"This tall-necked jar has a flat base and a slightly sloping belly. The double handles mark the vessel as distinct from Banshan wares in form, for jars produced during the late Machang period lost the balanced proportion between the handles and the body seen in earlier pottery. Decorative subjects are arranged more sparsely on the background, no longer densely covering the body as seen in Banshan pieces. Jars such as this one appear in late Machang sites in the Lanzhou area of Gansu and the Qijia culture sites at Liuwan of Qinghai.",,,Ceramics,"H. 4 in x Diam. 4 9/16 in, H. 10.2 cm x Diam. 10.6 cm",The Avery Brundage Collection,"Majiayao, Machang phase",B60P2242,"Buff low-fired ceramic, painted black and red","Gansu province or Qinghai province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/18838/preview,Double-handled jar
,,,,"Neolithic period (approx. 10,000-2000 BCE)",,,Not on view,images_china/asian_china2809.jpg,,"This shape of stem bowl, with a shallow basin on a tall conical pedestal and a flaring footrim, exists in all Chinese Neolithic cultures. The dou of the Majiayao culture were painted with monochrome or polychrome decorations from very early on. By the Machang period, the interior of the dou was commonly embellished with patterns that usually covered the entire surface. Yongjin and Lingxia in Gansu province and Liuwan in Qinghai province have yielded abundant examples of these painted Machang dou.",,,Ceramics,"H. 3 7/8 in x Diam. 6 1/4 in, H. 9.8 cm x Diam. 15.9 cm",The Avery Brundage Collection,"Machang phase, Majiayao culture",B60P2266,"Buff-red low-fired ceramic, painted black and red","Gansu province or Qinghai province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/18839/preview,Stemmed bowl with shallow basin (dou)
,,approx. 2600-2300 BCE,,,,,Not on view,images_china/asian_china2810.jpg,,"Retaining the typical Banshan saw-toothed band on its neck, this jar with a flaring neck and bulbous body on a flat base presents a rare motif on the body consisting of six sequential shell whorls, each with two curved saw-toothed stripes. The combination of shell whorls with the saw-toothed bands evolved in the middle of the Banshan period. The earliest Banshan jars of this shape appeared at the site outside of Lanzhou. The shape applied with such designs, however, can been seen in a few specimens found in Jingtai and Shajingyi from the middle to late Banshan phase. Small double-handled jars of this type continued to be made in the Machang and Qijia phases, but during these time periods the shell whorls were combined with roughly outlined drawings.",,,Ceramics,"H. 6 1/2 in x Diam. 9 in, H. 16.5 cm x 22.9 cm",The Avery Brundage Collection,"Majiayao, Banshan phase",B60P2270,"Buff-red low-fired ceramic, painted dark brown","Gansu province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/18840/preview,Double-handled jar
,,,,,,,Not on view,images_china/asian_china2811.jpg,,"The practice of joining ceramic cups of the same shape together in groups of two or three is seen as early as the neolithic period. The bronze four-cluster vessel of the Warring States, as seen in an example recovered from Anhui, became the model for similar ceramic vessels (ZGMS Quanji 1986 vol. V: pl. 214). This particular vessel features a cluster of five squat containers, each with a loop handle and a narrow leg. Enormous ceramic cluster jars of the Han period have emerged from the southern parts of Guangdong, and occasionally from neighboring Hunan and Guangxi. Plum seeds and the remains of other foodstuffs have been found inside these jars buried with the dead for use in the next life. Jars joined in clusters of two to five and incised with dense grooves have been found in concentration in archaeological excavations of early Western Han sites in Guangdong (Guangzhou Mus. 1981 vol. II: pl. 14).",,Western Han period (206 BCE-9 CE),Ceramics,"H. 3 in x W. 8 in x D. 8 in, H. 7.6 cm x W. 20.3 cm",The Avery Brundage Collection,,B60P206,"High-fired reddish-gray ceramic, grooved decoration","Guangdong province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/16592/preview,Cluster of five conjoined jars
,,approx. 600-700,,,,,Not on view,images_china/asian_china2812.jpg,,,,,Ceramics,"H. 3 3/4 in x Diam. 5 1/2 in, H. 9.5 cm x Diam. 14.0 cm",The Avery Brundage Collection,,B60P208,High-fired ceramic with dark brown glaze and appliquéd decoration,Northern China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/16594/preview,Spherical bowl
,,25-220,,Eastern Han period (25-220),,,On view,images_china/asian_china2813.jpg,,,,,Ceramics,"H. 4 1/2 in x W. 7 in x Diam. 9 3/4 in, H. 11.4 cm x W. 17.8 cm x Diam. 24.8 cm",The Avery Brundage Collection,,B60P220,Earthenware with stamped decoration,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/16609/preview,Well head with a fireman
,,,,,,,Not on view,images_china/asian_china2814.jpg,,"Well models with protruding bottom edges originated in Guangdong in the middle Western Han. This type of Guangdong well model with a cylindrical well shaft emerged in the late Western Han and continued throughout the Eastern Han (Guangzhou Mus. 1981 vol. II: pls. 85, 100, 145). The shape and ornamentation of Guangdong and Hunan well models like this piece date the models to the middle through the late Eastern Han. The wide edge of the model's base accurately depicts a Han device used to prevent soil erosion around the well, which would result from the spilling of water as it was transferred from the well bucket into individual containers.",,Eastern Han period (25-220),Ceramics,"H. 7 in x W. 9 in, H. 17.8 cm x W. 22.9 cm",The Avery Brundage Collection,,B60P221.a-.b,Buff-colored high-fired ceramic,"Guangdong province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/16610/preview,Wellhead
,,,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2815.jpg,,"The basic characteristics of these cups, with their thin bellies and thick bottoms, suggest an adaptation of the same Zhejiang tradition seen in the jar in cat. no. 39. A survey at the kilns at Deqing revealed that cups of this type produced during the Warring States were efficiently wheel-thrown with smooth, straight sides and a thicker, flat bottom. The reddish color of the unglazed bottom is thought to be the result of two periods of oxidation, once during the biscuit firing and again during the glaze firing. High market demands brought about the export of Zhejiang ceramic products (KG 1973.1: pl. 1, fig. 1, 2).",,,Ceramics,"H. 2 in x Diam. 6 1/4 in, H. 5.1 cm x Diam. 16 cm",The Avery Brundage Collection,,B60P276,High-fired ceramic with greenish glaze,"Zhejiang province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/16662/preview,Cup
,,,,,,,Not on view,images_china/asian_china2816.jpg,,,,Western Han period (206 BCE-9 CE),Ceramics,H. 9 1/2 in,The Avery Brundage Collection,,B60P278.a-.b,"Low-fired ceramic with green lead glaze, partly iridescent, and mould-pressed design",Northern China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/16664/preview,Covered jar
,,approx. 100 BCE-9 CE,,,,,Not on view,images_china/asian_china2817.jpg,,"Similar in shape to bronze zhong , lead glazed zhong emerged in Shaanxi during the second century BC, and were executed in diverse shapes, the most luxurious ones bearing molded shallow-relief friezes. The two animal masks with rings, pushou-xianhuan , which serve here as decorative handles, adopt the motifs found on contemporary door-knockers. The mountain motif with crawling beasts is interpreted as either a royal hunting scene or as a depiction of the legendary land of the immortals. This type of jar, with a globular body resting on a flat base, has been found in late Western Han tombs in Shaanxi and Henan (KG 1982.3: 226; KGXB 1991.2: 245-246).",,Western Han period (206 BCE-9 CE),Ceramics,"H. 14 in x Diam. 11 in, H. 35.5 cm x Diam. 28 cm",The Avery Brundage Collection,,B60P280,Reddish low-fired ceramic with molded decoration and green lead glaze,"Shaanxi province or Henan province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/16666/preview,Jar
,,25-220,,Eastern Han period (25-220),,,On view,images_china/asian_china2818.jpg,,"Bronzes and Ceramics, 200 BCE–600 BCE Traditional bronze ritual-vessel shapes continued to be made in ceramic, lacquer, and other materials long after the ceremonies for which they had originally been created fell out of vogue. Bronze found a niche as the medium of choice for lamps, incense burners, mirrors, and other objects to which it was uniquely suited.",,,Ceramics,"H. 17 in x Diam. 10 3/4 in, H. 43.2 cm x Diam. 27.3 cm",The Avery Brundage Collection,,B60P281,Earthenware,"Henan province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/16669/preview,Bottle vase
,,approx. 1850-1920,,,,,Not on view,images_china/asian_china2819.jpg,,"This pair of fabric bands was intended for robe decoration. Each piece was hand-embroidered with the design of a dragon and a phoenix over the Eastern Ocean. The border depicts bats, gourds, and flowers, motifs symbolizing longevity and happiness.",,,Textiles,Overall: L. 10 × W. 4 in. (25.4 × 10.2 cm),Gift of Mrs. Ursula W. Bingham,,1988.32.17.b,Embroidered silk satin,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/100/preview,"Panel with phoenix and dragon, one of a pair"
,,Transitional (ca. 1600 - 1650),,,,,Not on view,images_china/asian_china2820.jpg,,,,,Ceramics,"H. 4 in x Diam. 15 in, H. 10.2 cm x Diam. 38.1 cm",The Avery Brundage Collection,,B60P1124,Porcelain wtih blue and red on white ground,"Fujian province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/17068/preview,Shallow bowl
,,approx. 1570-1644,,,,,Not on view,images_china/asian_china2821.jpg,,"Decorated in red and turquoise, the main picture on this plate is an abstract scene depicting a stream over a large pagoda split into three smaller pagodas. Four seals, reading yutang fugui (""jade hall full of nobility and wealth"") alternate with two scenes set in the openings, one depicting a boat docking in the rain, the other fishing under the moon. The poetic drawing was executed on a coarse body with a glaze-peeled lip and sand adhering to its unglazed foot. The use of the term swatow should be reconsidered in light of recent discoveries as mentioned in the Ming essay in this book. 11/10/2016. On the loan list to Southern Branch, National palace Museum, Taipei. There are three types of porcelain for export in the collection: the so-called blue-and-white crark ware (B60P1129; B69P21), the ware decorated with polychrome like this (also B60P1125, P255, P256, P257, P531, P933, P935, P936, P1124,P1125; B69P9; 1991.82) and  the ware decorated with monochrome (B71P1; B65P42) were among the major goods exported by East India Company the Dutch at time 1621-1632, (see the collection in Princesseh of Museum, Leeuwarden), which  have been identified as products of Zhangzhou, Fujian province.    see Forbidden City no. 195, 2011.04, pp.64-77.",,Ming dynasty (1368-1644),Ceramics,"H. 3 5/8 in x Diam. 15 1/2 in, H. 9.2 cm x Diam. 39.34 cm",The Avery Brundage Collection,,B60P1125,Porcelain with overglaze enamel decoration,"Fujian province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/46776/preview,Plate with seal script
,,750-850,,,,,On view,images_china/asian_china2822.jpg,,"Buddhism received support at almost all levels of society during the first 150 years of the Tang dynasty; however, many temples and artworks created during this period were destroyed during the Buddhist persecutions of the late Tang. Surviving paintings, architecture, and sculpture made of perishable materials are rare, but some traces can be found in Japan, where more artwork and structures of the same period have survived. Small-scale gilded bronze objects also allow valuable insight into the magnificence of this sculptural tradition. Although there is no inscribed identification, the Buddha of the altar set is probably Amitābha, judging from his mudra and gesture. However, the iconography of the two accompanying bodhisattvas (the moon and sun discs in their respective hands) suggests that the central deity would be Bhaiṣajyaguru, the ""Healing Buddha"". A close examination very strongly suggests that the two bodhisattvas and at least one of the attendants are additions from another altar to make this set looks complete by a dealer or collector.",,Tang dynasty (618-907),Sculpture,"H. 10 3/8 in x W. 5 5/8 in x D. 3 3/4 in, H. 26.4 cm x W. 14.3 cm x D. 9.5 cm",The Avery Brundage Collection,,B60B1038,Bronze with gilding,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12814/preview,"A buddha, probably Amitābha, flanked by bodhisattvas and attendants"
,,approx. 600-400 BCE,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2823.jpg,,,,Warring States Period (approx. 475-221 BCE),Metal Arts,H. 5 7/8 in x W. 4 5/8 in,The Avery Brundage Collection,,B60B1047,Bronze,"Anhui, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12831/preview,"Plaque, one of a pair"
,,approx. 600-400 BCE,,,,,Not on view,images_china/asian_china2824.jpg,,,,,Metal Arts,H. 5 7/8 in x W. 4 5/8 in,The Avery Brundage Collection,,B60B1048,Bronze,"Anhwei?, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12832/preview,"Plaque, one of a pair"
,,approx. 500-400 BCE,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2825.jpg,,,,Eastern Zhou period (770-256 BCE),Metal Arts,"H. 17 in x W. 15 in x D. 13 3/4 in, H. 43.2 cm x W. 38.1 cm x D. 34.9 cm",The Avery Brundage Collection,,B60B1055,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/12855/preview,Ritual vessel (ding) with lid
,,1644-1911,,,,,On view,images_china/asian_china2826.jpg,,,,Qing dynasty (1644-1911),Jade And Stones,H. 6 1/4 in,The Avery Brundage Collection,,B60J402,Malachite,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/14425/preview,Carp
,,1644-1911,,,,,On view,images_china/asian_china2827.jpg,,"Jades for Adornment There are two types of Chinese jade ornaments: those worn on the body (earrings, necklaces, and bracelets) and those interred with the dead (bi discs, certain types of earrings, and pendants). The qualities associated with jade have been systematized, and the ways of using jade ornaments have been codified. Far beyond mere decoration, jade ornaments also functioned as symbols for distinguishing social classes; as Confucius stated: “Without any special reasons a gentleman should not untie his jade from his body.” The wearing of jade ornaments was among the marks of a true gentleman, supposedly signifying his high morality.",,Qing dynasty (1644-1911),Jade And Stones,"H. 3/4 in x W. 3 3/4 in x D. 1/2 in,  H. 1.9 cm x W. 9.5 cm x D. 1.3 cm",The Avery Brundage Collection,,B60J578,Coral,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/14728/preview,Belt hook with a design of dragons
,,1800s,,,,,Not on view,images_china/asian_china2828.jpg,,"A rocky isle rises steeply from the ocean, with waves frothing at its base. Liu Hai, Immortal and God of Wealth, is seen on a rocky ledge. He is seated with one leg folded beneath him and his hand resting on his raised right knee, a pose more closely associated with Guanyin, the Buddhist Lord of Mercy. His attribute, the string of cash, is hung around his neck. This is what he uses to tease his toad, which likes to disappear once in a while. Liu Hai looks benignly at his three-legged toad, which appears on the ledge below. The warty toad turns to his master, billowing clouds from its mouth. Above Liu Hai is a two-story pavilion built below a towering crag incised with a pair of flying bats, a symbol of blessings. A tall pine tree on the right balances the composition; its bark and pine needles are clearly defined. A small tree with rounded leaves grows along the crevices, as do other small plants. A wall and gateway appear in the back, and trees grow precariously among the rocks. Soapstone is a much softer material than jade, and lends itself to delicate carving. This is a fine piece of sculpture with remarkable attention to details. The pine needles are unusual—they do not follow the traditional motif used by jade craft workers in the 1700s and 1800s. Instead of an oval with lines radiating from the center, the pine needles appear in fan-shaped clusters with lines radiating from the bottom, the way they would have appeared in a painting.",,Qing dynasty (1644-1911),Jade And Stones,"H. 7 1/2 in x W. 6 3/4 in x D. 4  1/4 in, H. 19.0 cm x W. 17.1 cm x D. 10.8 cm",Transfer from the Fine Arts Museums of San Francisco,,B81J2,Soapstone,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/28175/preview,Mystic isle
,,approx. 1800-1900,,,,,Not on view,images_china/asian_china2829.jpg,,"A recumbent elephant has been worked from a grayish-green jade with amber flaws and brown infusions. The beast is executed in compact relief, with a bulging backbone. Round relief and single incisions define its ears, tusk, trunk, and legs. Short parallel cuts are used on the trunk, which curls up to the right. Depressions below deeply incised toenails suggest the undersides of the four feet. The most phenomenal periods of cultural growth occurred during two important eras of the Song and the Ming, in which objects for the scholar's' studio rose in prestige. One of those objects, ' a paperweight made of any heavy material, served both practical and aesthetic functions. The elephant, an amiable image with the necessary weight to hold paper in place when a scholar was painting or doing calligraphy , was appreciated as a motif for the scholar's table. This compact jade was fasioned to be just such a paperweight.''",,Qing dynasty (1644-1911),Jade And Stones,"H. 3/4 in x W. 2 1/4 in x D. 1 3/4 in, H. 1.9 cm x W. 5.7 cm x D. 4.4 cm",Gift of Mr. Alexis Pencovic,,B86J1,Nephrite,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/29037/preview,Elephant
,,approx. 1800-1900,,,,,Not on view,images_china/asian_china2830.jpg,,"A belt hook has been worked in green translucent hetian jade with a highly polished surface. The dragon's head, with simple facial features in round sculpting, turns upward at a 45-degree angle. On the smoothly curved piba handle, the stud is set close to one side of the base. The design on this piece is typical of archaeological finds from tombs in Guangdong, Liaoning, and Jiangsu provinces, dating from the Spring and Autumn Period (770–481 bce) of the Eastern Zhou to the Eastern Han period (25–220 ce). The stud on early examples was close to the end opposite the dragon's head, but in later pieces it gradually moved toward the center of the handle (Wang 1985, 284, figs. 12, 15–18). The dragons' heads on early jades always looked back 180 degrees, but from the Eastern Zhou period (770–256 bce) they began turning at angles between 180 and 90 degrees. The basic form of this piece retains the archaic piba shape, but the positions of its head and stud follow a Western Han model.",,Qing dynasty (1644-1911),Jade And Stones,"L. 2 in x W. 7/16 in x D. 7/16 in, L. 5.08 cm x W. 1.11 cm x D. 1.11 cm",Gift of R.W. Winskill in Memory of Lionel H. Pries,,B86J8,Nephrite,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/29049/preview,Belt hook
,,approx. 1600-1644,,,,,Not on view,images_china/asian_china2831.jpg,,"This dish, formed into the shape of a gourd with straight sides and three looped feet, was another common type produced for export to Japan. A traveling entourage of officials is represented on a mountain in the foreground on the interior. Led by three servants carrying luggage, the official on horseback in the center is shaded under a canopy which is held by a fourth servant. The poetic tone of the drawing evokes ink paintings of the late Ming period. Peeled-off areas around the lip are often seen on more common wares of the period, though not, apparently, those on those made at Jingdezhen.",,Ming dynasty (1368-1644),Ceramics,"H. 2 1/2 in x W. 9 1/2 in x D. 7 3/4 in, H. 6.3 cm x W. 24.1 cm x D. 19.7 cm",Gift of Roy Leventritt,,B69P97L,Porcelain with underglaze-blue decoration,"Jingdezhen, Jiangxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/23873/preview,Gourd dish
,,1368-1627,,,,,Not on view,images_china/asian_china2832.jpg,,,,Ming dynasty (1368-1644),Ceramics,"H. 2 1/2 in x W. 11 in x D. 9 3/4 in, H. 6.3 cm x W. 27.9 cm x D. 24. 8 cm",Gift of Roy Leventritt,,B69P98L,Porcelain,"Jingdezhen, Jiangxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/23877/preview,Dish in the form of Mount Fuji
,,approx. 1600-1644,,,,,Not on view,images_china/asian_china2833.jpg,,,,Ming dynasty (1368-1644),Ceramics,H. 2 5/8 in x D. 8 1/8 in x L. 10 1/4 in,Gift of Roy Leventritt,,B69P99L,Porcelain with underglaze blue decoration,"Jingdezhen, Jiangxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/23879/preview,Dish
,,approx. 1600-1644,,,,,Not on view,images_china/asian_china2834.jpg,,,,Ming dynasty (1368-1644),Ceramics,L. 7 1/2 in,Gift of Roy Leventritt,,B69P100L,Porcelain with underglaze blue decoration,"Jingdezhen, Jiangxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/23881/preview,Spoon
,,,,,,,Not on view,images_china/asian_china2835.jpg,,,,"Ming dynasty (1368-1644), Reign of the Chongzhen emperor (1628-1644)",Ceramics,Diam. 2 7/8 in,Gift of Roy Leventritt,,B69P115L.a-.b,Porcelain with underglaze blue decoration,"Jingdezhen, Jiangxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/23919/preview,Box
,,,,,,,Not on view,images_china/asian_china2836.jpg,,,,"Ming dynasty (1368-1644), Reign of the Chongzhen emperor (1628-1644)",Ceramics,Diam. 6 1/2 in,Gift of Roy Leventritt,,B69P116L,Porcelain with underglaze blue decoration,"Jingdezhen, Jiangxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/23922/preview,Bowl
,,approx. 1600-1644,,,,,Not on view,images_china/asian_china2837.jpg,,,,Ming dynasty (1368-1644),Ceramics,Diam. 5 1/8 in,Gift of Roy Leventritt,,B69P117L,Porcelain with underglaze blue decoration,"Jingdezhen, Jiangxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/23924/preview,Octagonal bowl with circular reticulated panels
,,,,,,,Not on view,images_china/asian_china2838.jpg,,,,"Ming dynasty (1368-1644), Reign of the Chongzhen emperor (1628-1644)",Ceramics,H. 6 5/8 in,Gift of Roy Leventritt,,B69P118L.a-.b,Porcelain with underglaze blue decoration,"Jingdezhen, Jiangxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/23928/preview,Jar
,,,,,,,Not on view,images_china/asian_china2839.jpg,six-character mark in two columns,,,"Ming dynasty (1368-1644), Reign of the Jiajing emperor (1522-1566)",Ceramics,"H. 4 1/4 in x Diam. 6 1/4 in, H. 10.8 cm x Diam. 15.9 cm",Gift of Roy Leventritt,,B69P130L,Porcelain with underglaze cobalt decoration,"Jingdezhen, Jiangxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/23974/preview,Deep cup with three goats
,,,,,,,Not on view,images_china/asian_china2840.jpg,,,,"Qing dynasty (1644-1911), Reign of the Kangxi emperor (1662-1722)",Ceramics,Diam. 7 7/8 in,Gift of Roy Leventritt,,B69P132L.1,Porcelain with underglaze blue decoration,"Jingdezhen, Jiangxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/23976/preview,"Dish, one of a pair"
,,,,,,,Not on view,images_china/asian_china2841.jpg,,,,"Qing dynasty (1644-1911), Reign of the Kangxi emperor (1662-1722)",Ceramics,Diam. 7 7/8 in,Gift of Roy Leventritt,,B69P132L.2,Porcelain with underglaze blue decoration,"Jingdezhen, Jiangxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/23980/preview,"Dish, one of a pair"
,,prob. 400-300 BCE,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2842.jpg,,,,,Metal Arts,H. 12 1/2 in x W. 12,The Avery Brundage Collection,,B60B41,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11513/preview,Ritual wine vessel (bianhu)
,,,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2843.jpg,,,,Western Han period (206 BCE-9 CE),Metal Arts,H. 5 in x Diam. 7 5/8 in,The Avery Brundage Collection,,B60B95,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11601/preview,Vessel
,,approx. 480-350 BCE,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2844.jpg,,,20 characters in two lines on shoulder,,Metal Arts,H. 8 1/2 in x W. 9 1/2 in,The Avery Brundage Collection,,B60B103,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/56259/preview,Ritual vessel (he) with lid
,,,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2845.jpg,,,,,Metal Arts,H. 3 in x W. 6 in,The Avery Brundage Collection,,B60B104,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11618/preview,Cup (bei)
,,,,,,,Not on view,images_china/asian_china2846.jpg,,,,Han dynasty (206 BCE-220 CE),Metal Arts,H. 7 1/2 in x W. 6 1/2 in x Diam. 6 in,The Avery Brundage Collection,,B60B93.a-.b,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11597/preview,Ritual wine vessel (hu)
,,,,,,,Not on view,images_china/asian_china2847.jpg,,,,Western Han period (206 BCE-9 CE),Metal Arts,H. 7 1/2 in x W. 4 in,The Avery Brundage Collection,,B60B49.a-.b,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11523/preview,"Ritual wine vessel (hu) with lid, one of a pair"
,,approx. 300-100 BCE,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2848.jpg,,,,Western Han period (206 BCE-9 CE),Metal Arts,H. 5 7/8 in x W. 5 1/2 in,The Avery Brundage Collection,,B60B44.a-.b,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11516/preview,Ritual wine vessel (bianhu) with lid
,,,,,,,Not on view,images_china/asian_china2849.jpg,,,,Eastern Han period (25-220),Metal Arts,Diam. 6 3/4 in,The Avery Brundage Collection,,B60B36+,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11498/preview,Mirror
,,,,,,,Not on view,images_china/asian_china2850.jpg,,,,Eastern Han period (25-220),Metal Arts,Diam. 5 7/8 in,The Avery Brundage Collection,,B60B543,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11962/preview,Mirror
,,approx. 400-300 BCE,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2851.jpg,,,,,Metal Arts,Diam. 5 1/2 in,The Avery Brundage Collection,Chu culture,B60B544,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11963/preview,Mirror with Four Mountains
,,,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2852.jpg,,,,,Metal Arts,H. 3/16 in x Diam. 4 1/2 in,The Avery Brundage Collection,,B60B545,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11964/preview,Mirror
,,approx. 300-200 BCE,,Warring States period (approx. 475-221 BCE),,,Not on view,images_china/asian_china2853.jpg,,,,Western Han period (206 BCE-9 CE),Metal Arts,Diam. 5 3/4 in,The Avery Brundage Collection,,B60B554,Bronze,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/11973/preview,Mirror with interlaced dragons designs
