subject,predicate,object
10947,现藏博物馆是,芝加哥艺术学院
10947,来源地是,中国
10947,类型是,装饰艺术
10947,媒介是,和田玉
10949,创造年代是,明朝
10949,尺寸是,6.1 × 11.8 厘米（2 3/8 × 4 5/8 英寸）；直径：11.8 厘米（4 5/8 英寸）
10949,现藏博物馆是,芝加哥艺术学院
10949,来源地是,中国
10949,类型是,船只
10949,媒介是,釉上彩绘金瓷
10951,创造年代是,明朝
10951,尺寸是,13.9 × 13.8 厘米（5 1/2 × 5 7/16 英寸）；直径：13.8 厘米（5 7/16 英寸）
10951,现藏博物馆是,芝加哥艺术学院
10951,来源地是,中国
10951,类型是,船只
10951,媒介是,釉上彩绘瓷器
10950,创造年代是,清朝
10950,尺寸是,15.8 × 17.6 × 13.1 厘米（6 1/4 × 6 15/16 × 5 3/16 英寸）
10950,现藏博物馆是,芝加哥艺术学院
10950,来源地是,中国
10950,类型是,船只
10950,媒介是,釉上彩绘瓷器
10953,创造年代是,清朝
10953,尺寸是,7.6 × 16.5 厘米（3 × 6 1/2 英寸）；直径：16.5 厘米（6 1/2 英寸）
10953,现藏博物馆是,芝加哥艺术学院
10953,来源地是,中国
10953,类型是,船只
10953,媒介是,釉上彩瓷
10952,创造年代是,清朝
10952,尺寸是,直径：5.8厘米（英寸）；直径：12厘米（4 3/4英寸）
10952,现藏博物馆是,芝加哥艺术学院
10952,来源地是,中国
10952,类型是,船只
10952,媒介是,釉下铁红釉上黄彩瓷
10954,创造年代是,清朝
10954,尺寸是,6.8 × 8.3 厘米（2 11/16 × 3 1/4 英寸）；直径：8.3 厘米（3 1/4 英寸）
10954,现藏博物馆是,芝加哥艺术学院
10954,来源地是,中国
10954,类型是,船只
10954,媒介是,青瓷釉面瓷器
10955,创造年代是,清朝
10955,尺寸是,6.6 × 14.3 厘米（2 5/8 × 5 5/8 英寸）；直径：14.3 厘米（5 5/8 英寸）
10955,现藏博物馆是,芝加哥艺术学院
10955,来源地是,中国
10955,类型是,船只
10955,媒介是,釉下青花与釉上彩绘瓷器
10957,创造年代是,明朝
10957,尺寸是,16.4 × 21.6 厘米（6 7/16 × 8 1/2 英寸）；直径：21.6 厘米（8 1/2 英寸）
10957,现藏博物馆是,芝加哥艺术学院
10957,来源地是,中国
10957,类型是,船只
10957,媒介是,青花留白瓷器
10956,创造年代是,明朝
10956,尺寸是,33.7 × 18.1 厘米（13 1/4 × 7 1/8 英寸）；直径：18.1 厘米（7 1/8 英寸）
10956,现藏博物馆是,芝加哥艺术学院
10956,来源地是,中国
10956,类型是,船只
10956,媒介是,釉下青花瓷
10958,创造年代是,明朝
10958,尺寸是,34 × 20.7 × 20.7 厘米（13 3/8 × 8 1/8 × 8 1/8 英寸）
10958,现藏博物馆是,芝加哥艺术学院
10958,来源地是,中国
10958,类型是,船只
10958,媒介是,基兰德式瓷器
10958,媒介是,釉上彩绘并饰以鎏金细节
10958,媒介是,金属镶边
10959,创造年代是,清朝
10959,尺寸是,3.4 × 6.8 厘米（1 5/16 × 2 11/16 英寸）；直径：6.8 厘米（2 11/16 英寸）
10959,现藏博物馆是,芝加哥艺术学院
10959,来源地是,中国
10959,类型是,船只
10959,媒介是,釉下青花
10959,媒介是,绿彩
10959,媒介是,红彩瓷器
10960,创造年代是,明朝
10960,尺寸是,9 × 9.2 × 6.4 厘米（3 9/16 × 3 5/8 × 2 1/2 英寸）
10960,现藏博物馆是,芝加哥艺术学院
10960,来源地是,中国
10960,类型是,船只
10960,媒介是,釉下青花釉上彩瓷
10961,创造年代是,明朝
10961,尺寸是,7.1 × 3.2 × 3.1 厘米（2又13/16 × 1又1/4 × 1又1/4英寸）
10961,现藏博物馆是,芝加哥艺术学院
10961,来源地是,中国
10961,类型是,船只
10961,媒介是,釉下青花与多彩釉上彩瓷器
10964,创造年代是,明朝
10964,尺寸是,9.2 × 21 厘米（3 5/8 × 8 1/4 英寸）；直径：21 厘米（8 1/4 英寸）
10964,现藏博物馆是,芝加哥艺术学院
10964,来源地是,中国
10964,类型是,船只
10964,媒介是,釉上彩绘瓷器
10962,创造年代是,明朝
10962,尺寸是,5.5 × 15.7 厘米（2 3/16 × 6 3/16 英寸）；直径：15.7 厘米（6 3/16 英寸）
10962,现藏博物馆是,芝加哥艺术学院
10962,来源地是,中国
10962,类型是,船只
10962,媒介是,釉上彩绘瓷器
10963,创造年代是,明朝
10963,尺寸是,17.6 × 15.7 × 10.1 厘米（6 15/16 × 6 3/16 × 4 英寸）
10963,现藏博物馆是,芝加哥艺术学院
10963,来源地是,中国
10963,类型是,船只
10963,媒介是,釉上彩瓷
10965,创造年代是,明朝
10965,尺寸是,8.9 × 20 厘米（3 1/2 × 7 7/8 英寸）；直径：20 厘米（7 7/8 英寸）
10965,现藏博物馆是,芝加哥艺术学院
10965,来源地是,中国
10965,类型是,船只
10965,媒介是,刻花加彩瓷器
10966,创造年代是,明朝
10966,尺寸是,1.4 × 9.6 厘米（9/16 × 3 3/4 英寸）；直径：9.6 厘米（3 3/4 英寸）
10966,现藏博物馆是,芝加哥艺术学院
10966,来源地是,中国
10966,类型是,船只
10966,媒介是,青花瓷
10968,创造年代是,明朝
10968,尺寸是,5.1 × 6.5 厘米（2 × 2 9/16 英寸）；直径：6.5 厘米（2 9/16 英寸）
10968,现藏博物馆是,芝加哥艺术学院
10968,来源地是,中国
10968,类型是,船只
10968,媒介是,釉下青花瓷
10967,创造年代是,明朝
10967,尺寸是,3.1 × 8.6 厘米（1 1/4 × 3 3/8 英寸）；直径：8.6 厘米（3 3/8 英寸）
10967,现藏博物馆是,芝加哥艺术学院
10967,来源地是,中国
10967,类型是,船只
10967,媒介是,釉下青花瓷
10970,创造年代是,明朝
10970,尺寸是,直径：15.3厘米（6英寸）
10970,现藏博物馆是,芝加哥艺术学院
10970,来源地是,中国
10970,类型是,船只
10970,媒介是,青花留白装饰瓷器
10969,创作者是,沈恺
10969,创造年代是,清朝
10969,尺寸是,77 × 96 厘米（30 1/4 × 37 3/4 英寸）
10969,现藏博物馆是,芝加哥艺术学院
10969,来源地是,中国
10969,类型是,绘画
10969,媒介是,绢本设色立轴
10971,创造年代是,清朝
10971,尺寸是,高：8厘米（3 1/2英寸）
10971,现藏博物馆是,芝加哥艺术学院
10971,来源地是,中国
10971,类型是,船只
10971,媒介是,釉下青花瓷
10972,创造年代是,明朝
10972,尺寸是,高：12.7厘米（5英寸）
10972,现藏博物馆是,芝加哥艺术学院
10972,来源地是,中国
10972,类型是,装饰艺术
10972,媒介是,釉下青花瓷
10973,创造年代是,明朝
10973,尺寸是,6.7 × 14.7 厘米（2 5/8 × 5 13/16 英寸）；直径：14.7 厘米（5 13/16 英寸）
10973,现藏博物馆是,芝加哥艺术学院
10973,来源地是,中国
10973,类型是,船只
10973,媒介是,釉上彩绘瓷器
10975,创造年代是,清朝
10975,尺寸是,4 × 18.9 厘米（1 9/16 × 7 7/16 英寸）；直径：18.9 厘米（7 7/16 英寸）
10975,现藏博物馆是,芝加哥艺术学院
10975,来源地是,中国
10975,类型是,船只
10975,媒介是,釉下青花与釉上多彩（红绿）珐琅彩绘瓷器
10974,创造年代是,清朝
10974,尺寸是,23.7 × 20.2 厘米（9 5/16 × 7 15/16 英寸）；直径：20.2 厘米（7 15/16 英寸）
10974,现藏博物馆是,芝加哥艺术学院
10974,来源地是,中国
10974,类型是,船只
10974,媒介是,釉下青花与釉上彩绘瓷器
10976,创造年代是,明朝
10976,尺寸是,58.3 × 21.5 × 21.5 厘米（22 15/16 × 8 7/16 × 8 7/16 英寸）
10976,现藏博物馆是,芝加哥艺术学院
10976,来源地是,中国
10976,类型是,船只
10976,媒介是,釉下青花与釉上五彩瓷（五彩）
10977,创造年代是,康熙年间
10977,创造年代是,清朝
10977,尺寸是,4.6 × 7.8 厘米（1 13/16 × 3 1/16 英寸）
10977,现藏博物馆是,芝加哥艺术学院
10977,来源地是,中国
10977,类型是,船只
10977,媒介是,釉下青花与釉上彩绘瓷器
10978,创造年代是,清朝
10978,尺寸是,26.9 × 23.4 厘米（10 9/16 × 9 3/16 英寸）；直径：23.4 厘米（9 3/16 英寸）
10978,现藏博物馆是,芝加哥艺术学院
10978,来源地是,中国
10978,类型是,船只
10978,媒介是,釉上彩绘瓷器
10979,创造年代是,明朝
10979,尺寸是,11.8 × 28.5 厘米（4 5/8 × 11 1/4 英寸）；直径：28.5 厘米（11 1/4 英寸）
10979,现藏博物馆是,芝加哥艺术学院
10979,来源地是,中国
10979,类型是,船只
10979,媒介是,青花留白瓷
10980,创造年代是,明朝
10980,尺寸是,4 × 19.9 厘米（1 9/16 × 7 13/16 英寸）；直径：19.9 厘米（7 13/16 英寸）
10980,现藏博物馆是,芝加哥艺术学院
10980,来源地是,中国
10980,类型是,装饰艺术
10980,媒介是,釉下青花瓷
10981,创造年代是,清朝
10981,尺寸是,4.3 × 9.5 厘米（1 11/16 × 3 3/4 英寸）；直径：9.5 厘米（3 3/4 英寸）
10981,现藏博物馆是,芝加哥艺术学院
10981,来源地是,中国
10981,类型是,船只
10981,媒介是,釉下青花釉上黄彩瓷
10982,创造年代是,清朝
10982,尺寸是,15.1 × 8.4 × 7.6 厘米（5 15/16 × 3 5/16 × 3 英寸）
10982,现藏博物馆是,芝加哥艺术学院
10982,来源地是,中国
10982,类型是,船只
10982,媒介是,釉下青花瓷
10983,创造年代是,康熙年间
10983,创造年代是,清朝
10983,尺寸是,2.7 × 18.3 厘米（1 1/16 × 7 3/16 英寸）；直径：18.3 厘米（7 3/16 英寸）
10983,现藏博物馆是,芝加哥艺术学院
10983,来源地是,中国
10983,类型是,船只
10983,媒介是,青花瓷
10984,创造年代是,明朝
10984,尺寸是,14.2 × 21.6 厘米（5 9/16 × 8 1/2 英寸）；直径：21.6 厘米（8 1/2 英寸）
10984,现藏博物馆是,芝加哥艺术学院
10984,来源地是,中国
10984,类型是,船只
10984,媒介是,釉下青花与釉上彩绘瓷器
10985,创造年代是,明朝
10985,尺寸是,3.1 × 15.3 厘米（1 1/4 × 6 英寸）；直径：15.3 厘米（6 英寸）
10985,现藏博物馆是,芝加哥艺术学院
10985,来源地是,中国
10985,类型是,船只
10985,媒介是,釉上绿彩红彩瓷
10986,创造年代是,明朝
10986,尺寸是,7 × 29.8 厘米（2 3/4 × 11 3/4 英寸）；直径：29.8 厘米（11 3/4 英寸）
10986,现藏博物馆是,芝加哥艺术学院
10986,来源地是,中国
10986,类型是,船只
10986,媒介是,釉下铜红装饰的青瓷釉瓷器
10987,创造年代是,明朝
10987,尺寸是,3.3 × 16.8 厘米（1 5/16 × 6 5/8 英寸）；直径：16.8 厘米（6 5/8 英寸）
10987,现藏博物馆是,芝加哥艺术学院
10987,来源地是,中国
10987,类型是,船只
10987,媒介是,釉下青花与铁红彩绘瓷器
10988,创造年代是,清朝
10988,尺寸是,7.6 × 16.7 厘米（3 × 6 9/16 英寸）；直径：16.7 厘米（6 9/16 英寸）
10988,现藏博物馆是,芝加哥艺术学院
10988,来源地是,中国
10988,类型是,船只
10988,媒介是,釉下青花釉上彩瓷
10989,创造年代是,明朝
10989,尺寸是,5.3 × 31.9 厘米（2 3/16 × 12 9/16 英寸）；直径：31.9 厘米（12 9/16 英寸）
10989,现藏博物馆是,芝加哥艺术学院
10989,来源地是,中国
10989,类型是,船只
10989,媒介是,釉上彩绘瓷器
10990,创造年代是,明朝
10990,创造年代是,清朝
10990,尺寸是,16.6 × 35.3 厘米（6 9/16 × 13 7/8 英寸）；直径：35.3 厘米（13 7/8 英寸）
10990,现藏博物馆是,芝加哥艺术学院
10990,来源地是,中国
10990,类型是,船只
10990,媒介是,钴蓝釉抗蚀装饰瓷器
10991,创造年代是,明朝
10991,尺寸是,2.3 × 11.1 厘米（15/16 × 4 3/8 英寸）；直径：11.1 厘米（4 3/8 英寸）
10991,现藏博物馆是,芝加哥艺术学院
10991,来源地是,中国
10991,类型是,船只
10991,媒介是,釉下青花与釉上彩绘瓷器
10992,创造年代是,明朝
10992,尺寸是,22.6 × 14.8 厘米（8 7/8 × 5 13/16 英寸）；直径：14.8 厘米（5 13/16 英寸）
10992,现藏博物馆是,芝加哥艺术学院
10992,来源地是,中国
10992,类型是,船只
10992,媒介是,釉上彩绘瓷器
10993,创造年代是,明朝
10993,创造年代是,清朝
10993,尺寸是,28.6 × 15.1 × 12.9 厘米（11 1/4 × 5 15/16 × 5 1/16 英寸）
10993,现藏博物馆是,芝加哥艺术学院
10993,来源地是,中国
10993,类型是,雕塑
10993,媒介是,釉下青花瓷
10995,创造年代是,明朝
10995,尺寸是,35.6 × 40 厘米（14 × 15 3/4 英寸）
10995,现藏博物馆是,芝加哥艺术学院
10995,来源地是,中国
10995,类型是,船只
10995,媒介是,釉下青花瓷
10994,创造年代是,明朝
10994,尺寸是,53.9 × 26.4 厘米（21 1/4 × 10 3/8 英寸）；直径：26.4 厘米（10 3/8 英寸）
10994,现藏博物馆是,芝加哥艺术学院
10994,来源地是,中国
10994,类型是,船只
10994,媒介是,釉下青花与釉上多彩珐琅彩绘瓷器
10996,创造年代是,宋朝
10996,尺寸是,2.9 × 12.3 厘米（1 1/8 × 4 13/16 英寸）；直径：12.3 厘米（4 13/16 英寸）
10996,现藏博物馆是,芝加哥艺术学院
10996,来源地是,中国
10996,类型是,船只
10996,媒介是,官式器
10996,媒介是,青瓷裂纹釉炻器
10996,媒介是,带铜边装饰
10997,创造年代是,宋朝
10997,尺寸是,2.5 × 9.1 × 8.5 厘米（1 × 3 9/16 × 3 3/8 英寸）
10997,现藏博物馆是,芝加哥艺术学院
10997,来源地是,中国
10997,类型是,船只
10997,媒介是,炻器
10997,媒介是,裂纹棕釉石器
10998,创造年代是,唐朝
10998,尺寸是,33 × 15.8 厘米（13 × 6 1/4 英寸）；直径：15.8 厘米（6 1/4 英寸）
10998,现藏博物馆是,芝加哥艺术学院
10998,来源地是,中国
10998,类型是,船只
10998,媒介是,釉下模印贴花装饰石器
10999,创造年代是,明朝
10999,创造年代是,清朝
10999,尺寸是,20.1 × 12 厘米（7 15/16 × 4 3/4 英寸）；直径：12 厘米（4 3/4 英寸）
10999,现藏博物馆是,芝加哥艺术学院
10999,来源地是,中国
10999,类型是,船只
10999,媒介是,德化白瓷
10999,媒介是,瓷器
11000,创造年代是,明朝
11000,尺寸是,42.7 × 20.6 厘米（16 13/16 × 8 1/8 英寸）；直径：20.6 厘米（8 1/8 英寸）
11000,现藏博物馆是,芝加哥艺术学院
11000,来源地是,中国
11000,类型是,船只
11000,媒介是,釉下青花瓷
11002,创造年代是,清朝
11002,尺寸是,"碗：高11.6厘米（4 9/16英寸）
直径18.8厘米（7 3/8英寸）
底座：高8.1厘米（3 3/16英寸）
直径12.4厘米（4 7/8英寸）"
11002,现藏博物馆是,芝加哥艺术学院
11002,来源地是,中国
11002,类型是,船只
11002,媒介是,奶油釉瓷器
11003,创造年代是,清朝
11003,尺寸是,11.6 × 13.6 × 11.8 厘米（4又9/16 × 5又3/8 × 4又5/8 英寸）
11003,现藏博物馆是,芝加哥艺术学院
11003,来源地是,中国
11003,类型是,船只
11003,媒介是,青瓷釉瓷器
11001,创造年代是,康熙年间
11001,创造年代是,清朝
11001,尺寸是,6.8 × 7.6 厘米（2 11/16 × 3 英寸）；直径：7.6 厘米（3 英寸）
11001,现藏博物馆是,芝加哥艺术学院
11001,来源地是,中国
11001,类型是,船只
11001,媒介是,釉下青花瓷
11006,尺寸是,高：7.7厘米（3英寸）
11006,现藏博物馆是,芝加哥艺术学院
11006,来源地是,中国
11006,类型是,雕塑
11006,媒介是,彩绘陶器
11005,尺寸是,高：8.9厘米（3 1/2英寸）
11005,现藏博物馆是,芝加哥艺术学院
11005,来源地是,中国
11005,类型是,雕塑
11005,媒介是,彩绘陶器
11007,创造年代是,东汉
11007,创造年代是,汉朝
11007,尺寸是,19.1 × 21 厘米（7 1/2 × 8 1/4 英寸）；直径：21 厘米（8 1/4 英寸）
11007,现藏博物馆是,芝加哥艺术学院
11007,来源地是,中国
11007,类型是,船只
11007,媒介是,铅绿釉陶器
11004,创造年代是,晋朝
11004,尺寸是,6.8 × 18.9 厘米（2 11/16 × 7 7/16 英寸）；直径：18.9 厘米（7 7/16 英寸）
11004,现藏博物馆是,芝加哥艺术学院
11004,来源地是,中国
11004,类型是,船只
11004,媒介是,定窑
11004,媒介是,釉下模印装饰瓷器
11004,媒介是,金属边饰
11008,创造年代是,战国时期
11008,尺寸是,36 × 21.6 厘米（14 × 8 1/2 英寸）；直径：21.6 厘米（8 1/2 英寸）
11008,现藏博物馆是,芝加哥艺术学院
11008,来源地是,中国
11008,类型是,船只
11008,媒介是,陶器
11009,创造年代是,东周
11009,创造年代是,战国时期
11009,创造年代是,周朝
11009,尺寸是,高：38.8厘米（15 1/4英寸）
11009,现藏博物馆是,芝加哥艺术学院
11009,来源地是,中国
11009,类型是,装饰艺术
11009,媒介是,灰色炻器
11009,媒介是,饰有刻划纹
11010,创造年代是,清朝
11010,尺寸是,每幅画作：208.3 × 57.2 厘米（82 × 22 1/2 英寸）；装裱后：304.8 × 73.1 厘米（120 × 28 3/4 英寸）
11010,现藏博物馆是,芝加哥艺术学院
11010,来源地是,中国
11010,类型是,绘画
11010,媒介是,挂轴（四幅一套）
11014,创造年代是,汉朝
11014,尺寸是,46 × 34.4 厘米（18 1/8 × 13 9/16 英寸）；直径：34.4 厘米（13 9/16 英寸）
11014,现藏博物馆是,芝加哥艺术学院
11014,来源地是,中国
11014,类型是,船只
11014,媒介是,彩绘陶器
11011,创造年代是,清朝
11011,尺寸是,每幅画作：208.3 × 57.2 厘米（82 × 22 1/2 英寸）；含装裱：304.8 × 73.1 厘米（120 × 28 3/4 英寸）
11011,现藏博物馆是,芝加哥艺术学院
11011,来源地是,中国
11011,类型是,绘画
11011,媒介是,挂轴（四幅一套）
11012,创造年代是,清朝
11012,尺寸是,每幅画作：208.3 × 57.2 厘米（82 × 22 1/2 英寸）；装裱后：304.8 × 73.1 厘米（120 × 28 3/4 英寸）
11012,现藏博物馆是,芝加哥艺术学院
11012,来源地是,中国
11012,类型是,绘画
11012,媒介是,挂轴（四幅一套）
11013,创造年代是,北魏
11013,尺寸是,18.2 × 14 厘米（7 3/16 × 5 1/2 英寸）；直径：14 厘米（5 1/2 英寸）
11013,现藏博物馆是,芝加哥艺术学院
11013,来源地是,中国
11013,类型是,雕塑
11013,媒介是,陶器
11015,创造年代是,汉朝
11015,创造年代是,西汉
11015,尺寸是,14.3 × 14.4 厘米（5 5/8 × 5 11/16 英寸）；直径：14.4 厘米（5 11/16 英寸）
11015,现藏博物馆是,芝加哥艺术学院
11015,来源地是,中国
11015,类型是,船只
11015,媒介是,灰色陶器
11015,媒介是,饰有彩绘与镂空纹饰
11016,创造年代是,东汉
11016,创造年代是,汉朝
11016,尺寸是,44 × 24 厘米（17 5/16 × 9 7/16 英寸）；直径：24 厘米（9 7/16 英寸）
11016,现藏博物馆是,芝加哥艺术学院
11016,来源地是,中国
11016,类型是,船只
11016,媒介是,铅绿釉陶器
11017,创造年代是,汉朝
11017,尺寸是,高：35.6厘米（14英寸）
11017,现藏博物馆是,芝加哥艺术学院
11017,来源地是,中国
11017,类型是,船舶
11017,媒介是,釉下模印装饰与铅绿釉炻器
11018,创造年代是,汉朝
11018,尺寸是,高：19.7厘米（7 3/4英寸）
11018,现藏博物馆是,芝加哥艺术学院
11018,来源地是,中国
11018,类型是,雕塑
11018,媒介是,釉下彩饰陶器
11019,创造年代是,明朝
11019,尺寸是,高：14厘米（5 1/2英寸）
11019,现藏博物馆是,芝加哥艺术学院
11019,来源地是,中国
11019,类型是,船只
11019,媒介是,釉下青花瓷
11020,创造年代是,明朝
11020,尺寸是,26.3 × 30.2 厘米（10 3/8 × 11 7/8 英寸）；直径：30.2 厘米（11 7/8 英寸）
11020,现藏博物馆是,芝加哥艺术学院
11020,来源地是,中国
11020,类型是,船只
11020,媒介是,奶油釉瓷器
11021,创造年代是,明朝
11021,尺寸是,8.6 × 47 厘米（3 3/8 × 18 1/2 英寸）；直径：47 厘米（18 1/2 英寸）
11021,现藏博物馆是,芝加哥艺术学院
11021,来源地是,中国
11021,类型是,装饰艺术
11021,媒介是,釉里红瓷器
11023,创造年代是,明朝
11023,尺寸是,8.7 × 12.8 厘米（3 7/16 × 5 1/16 英寸）；直径：12.8 厘米（5 1/16 英寸）
11023,现藏博物馆是,芝加哥艺术学院
11023,来源地是,中国
11023,类型是,船只
11023,媒介是,磁州窑
11023,媒介是,白釉铁褐彩陶器
11022,创造年代是,明朝
11022,尺寸是,11.4 × 79.3 厘米（4 1/2 × 31 1/4 英寸）；直径：79.3 厘米（31 1/4 英寸）
11022,现藏博物馆是,芝加哥艺术学院
11022,来源地是,中国
11022,类型是,装饰艺术
11022,媒介是,釉下青花与釉上黄彩瓷
11024,创造年代是,明朝
11024,尺寸是,3.9 × 10.2 × 8.5 厘米（1 9/16 × 4 × 3 3/8 英寸）
11024,现藏博物馆是,芝加哥艺术学院
11024,来源地是,中国
11024,类型是,船只
11024,媒介是,宜兴紫砂釉下模印装饰
11025,创造年代是,汉朝
11025,创造年代是,西汉
11025,尺寸是,29.8 × 8.4 × 5.7 厘米（11 3/4 × 3 5/16 × 2 1/4 英寸）
11025,现藏博物馆是,芝加哥艺术学院
11025,来源地是,中国
11025,类型是,雕塑
11025,媒介是,灰色陶器
11025,媒介是,施以泥釉并饰以多彩颜料
11027,尺寸是,61.9 × 13.5 × 8.5 厘米（24 3/8 × 5 5/16 × 3 3/8 英寸）
11027,现藏博物馆是,芝加哥艺术学院
11027,来源地是,中国
11027,类型是,雕塑
11027,媒介是,带有彩绘痕迹的陶器
11026,创造年代是,汉朝
11026,创造年代是,西汉
11026,尺寸是,30 × 8.3 × 5.6 厘米（11 13/16 × 3 1/4 × 2 3/16 英寸）
11026,现藏博物馆是,芝加哥艺术学院
11026,来源地是,中国
11026,类型是,雕塑
11026,媒介是,灰色陶器
11026,媒介是,施有泥釉并饰以多彩颜料
11028,创造年代是,宋朝
11028,尺寸是,4.2 × 19.4 厘米（1 5/8 × 7 5/8 英寸）；直径：19.4 厘米（7 5/8 英寸）
11028,现藏博物馆是,芝加哥艺术学院
11028,来源地是,中国
11028,类型是,船只
11028,媒介是,定窑
11028,媒介是,釉下刻花瓷器
11028,媒介是,铜边
11029,创造年代是,宋朝
11029,尺寸是,5.7 × 21.7 厘米（2 1/4 × 8 9/16 英寸）；直径：21.7 厘米（8 9/16 英寸）
11029,现藏博物馆是,芝加哥艺术学院
11029,来源地是,中国
11029,类型是,船舶
11029,媒介是,定窑白釉刻花器
11030,创造年代是,宋朝
11030,尺寸是,1.6 × 10.2 厘米（3 × 4 英寸）；直径：10.2 厘米（4 英寸）
11030,现藏博物馆是,芝加哥艺术学院
11030,来源地是,中国
11030,类型是,船只
11030,媒介是,定窑
11030,媒介是,釉下刻花炻器
11032,创造年代是,唐朝
11032,尺寸是,12.3 × 12.9 厘米（4 13/16 × 5 1/16 英寸）；直径：12.9 厘米（5 1/16 英寸）
11032,现藏博物馆是,芝加哥艺术学院
11032,来源地是,中国
11032,类型是,船只
11032,媒介是,白釉炻器
11033,创造年代是,晋朝
11033,尺寸是,3 × 14.6 厘米（1 3/16 × 5 3/4 英寸）；直径：14.6 厘米（5 3/4 英寸）
11033,现藏博物馆是,芝加哥艺术学院
11033,来源地是,中国
11033,类型是,船只
11033,媒介是,定窑
11033,媒介是,釉下模印装饰瓷器
11033,媒介是,金属边饰
11034,创造年代是,宋朝
11034,尺寸是,2.4 × 10.8 厘米（15/16 × 4 1/4 英寸）；直径：10.8 厘米（4 1/4 英寸）
11034,现藏博物馆是,芝加哥艺术学院
11034,来源地是,中国
11034,类型是,船只
11034,媒介是,定窑
11034,媒介是,炻器
11031,创造年代是,晋朝
11031,尺寸是,3.2 × 19.6 厘米（1 1/4 × 7 3/4 英寸）；直径：19.6 厘米（7 3/4 英寸）
11031,现藏博物馆是,芝加哥艺术学院
11031,来源地是,中国
11031,类型是,船只
11031,媒介是,定窑
11031,媒介是,釉下模印装饰瓷器
11031,媒介是,金属边饰
11035,创造年代是,宋朝
11035,尺寸是,1.5 × 10.3 厘米（9/16 × 4 1/16 英寸）；直径：10.3 厘米（4 1/16 英寸）
11035,现藏博物馆是,芝加哥艺术学院
11035,来源地是,中国
11035,类型是,船只
11035,媒介是,釉下刻花装饰并金缮修复的炻器
11037,创造年代是,宋朝
11037,尺寸是,2.5 × 12 厘米（1 × 4 3/4 英寸）；直径：12 厘米（4 3/4 英寸）
11037,现藏博物馆是,芝加哥艺术学院
11037,来源地是,中国
11037,类型是,船只
11037,媒介是,定窑
11037,媒介是,炻器
11036,创造年代是,晋朝
11036,尺寸是,8.8 × 19 厘米（3 7/16 × 7 1/2 英寸）；直径：19 厘米（7 1/2 英寸）
11036,现藏博物馆是,芝加哥艺术学院
11036,来源地是,中国
11036,类型是,装饰艺术
11036,媒介是,北方黑瓷
11036,媒介是,磁州窑型
11036,媒介是,釉面炻器带氧化铁斑点纹饰
11038,创造年代是,清朝
11038,尺寸是,44.2 × 29.5 厘米（17 3/8 × 11 5/8 英寸）；直径：29.5 厘米（11 5/8 英寸）
11038,现藏博物馆是,芝加哥艺术学院
11038,来源地是,中国
11038,类型是,船只
11038,媒介是,青釉开片瓷
11038,媒介是,釉下模印装饰
11039,创造年代是,北宋
11039,创造年代是,宋朝
11039,尺寸是,7.6 × 14.4 × 10.9 厘米（3 × 5 11/16 × 4 5/16 英寸）
11039,现藏博物馆是,芝加哥艺术学院
11039,来源地是,中国
11039,类型是,装饰艺术
11039,媒介是,官窑
11039,媒介是,青釉炻器
11041,创造年代是,宋朝
11041,尺寸是,8.9 × 24.1 厘米（3 1/2 × 9 1/2 英寸）；直径：24.1 厘米（9 1/2 英寸）
11041,现藏博物馆是,芝加哥艺术学院
11041,来源地是,中国
11041,类型是,船只
11041,媒介是,定瓷
11041,媒介是,铜口瓷器
11044,创造年代是,宋朝
11044,尺寸是,7.7 × 21 厘米（3 × 8 1/4 英寸）；直径：21 厘米（8 1/4 英寸）
11044,现藏博物馆是,芝加哥艺术学院
11044,来源地是,中国
11044,类型是,船只
11044,媒介是,青釉釉下模印装饰炻器
11043,创造年代是,晋朝
11043,尺寸是,6.4 × 10.6 厘米（2 1/2 × 4 3/16 英寸）；直径：10.6 厘米（4 3/16 英寸）
11043,现藏博物馆是,芝加哥艺术学院
11043,来源地是,中国
11043,类型是,船只
11043,媒介是,越窑
11043,媒介是,釉下模印装饰石器
11040,创造年代是,晋朝
11040,尺寸是,4.5 × 16.2 厘米（1 3/4 × 6 3/8 英寸）；直径：16.2 厘米（6 3/8 英寸）
11040,现藏博物馆是,芝加哥艺术学院
11040,来源地是,中国
11040,类型是,船只
11040,媒介是,定窑
11040,媒介是,釉下模印装饰瓷器
11040,媒介是,金属边饰
11042,创造年代是,唐朝
11042,尺寸是,2.5 × 13.8 厘米（1 × 5 7/16 英寸）；直径：13.8 厘米（5 7/16 英寸）
11042,现藏博物馆是,芝加哥艺术学院
11042,来源地是,中国
11042,类型是,船只
11042,媒介是,越窑
11042,媒介是,淡橄榄绿釉刻花陶器
11046,创造年代是,北宋
11046,创造年代是,宋朝
11046,尺寸是,3.7 × 12.9 厘米（1 7/16 × 5 1/16 英寸）；直径：12.9 厘米（5 1/16 英寸）
11046,现藏博物馆是,芝加哥艺术学院
11046,来源地是,中国
11046,类型是,船只
11046,媒介是,北方黑瓷
11046,媒介是,磁州窑型
11046,媒介是,炻器
11046,媒介是,施红褐色釉
11045,创造年代是,晋朝
11045,尺寸是,4.2 × 10.1 厘米（1 5/8 × 4 英寸）；直径：10.1 厘米（4 英寸）
11045,现藏博物馆是,芝加哥艺术学院
11045,来源地是,中国
11045,类型是,船只
