Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Seated Lion,,China,618-907,"Bronze, gilding",H x W: 9.3 x 5.2 cm (3 11/16 x 2 1/16 in),Purchase — Charles Lang Freer Endowment,,,Sculpture,,,,,All_images1.0\image3749.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5128_06
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3750.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-602_1
Rampant tiger in silhouette,,China,1st or 2nd century,Bronze,H x W: 19.5 x 26 cm (7 11/16 x 10 1/4 in),Gift of John S. Thacher,,,Jewelry and Ornament,,,,,All_images1.0\image3751.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7901_26
Axehead (fu) with ribs,,China,,Jade,H x W x D (overall): 8.6 x 3.1 x 0.9 cm (3 3/8 x 1 1/4 x 3/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image3752.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7832_26
Fragment of vessel of unidentified shape,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3753.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-611_1
Pendant in the form of a bird,,China,ca. 1050-ca. 950 BCE,Jade (serpentine),H x W x D: 1.8 × 4.9 × 0.2 cm (11/16 × 1 15/16 × 1/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image3754.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.635_001
Wooden Horse and Rider,,China,16th-17th century,Wood,H x W: 36.7 x 13.6 cm (14 7/16 x 5 3/8 in),Purchase — Charles Lang Freer Endowment,,,Sculpture,,,,,All_images1.0\image3755.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5000_02
"Fragment, lead glazed; dark green glaze",,China,,Pottery,H x W (overall): 3 x 2.5 cm (1 3/16 x 1 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Vessel,,,,,All_images1.0\image3756.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4228_1
Pendant with taotie and head of a human,,China,,Jade,H x W x D (overall): 3.8 x 2.6 x 0.7 cm (1 1/2 x 1 x 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3757.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7644_08
Footed bowl,,"Dehua kilns, Dehua, Fujian province, China",early 17th century,Porcelain with clear glaze,H x Diam (overall): 4.5 x 13.3 cm (1 3/4 x 5 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Vessel,,,,,All_images1.0\image3758.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-3025_Singer1675
"Base fragment of dish, including entire foot and a portion of one side almost to rim",,"Probably Shanglinhu kiln site, Zhejiang province, China",10th-early 11th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image3759.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-237v1
"Pendant in the form of a fish, reworked",,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D: 3.1 x 6.7 x 0.4 cm (1 1/4 x 2 5/8 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image3760.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.631_001
Comb,,China,5th-3rd century BCE,,H x W (overall): 7 x 2.7 cm (2 3/4 x 1 1/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Tool and Equipment,,,,,All_images1.0\image3761.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-W-23
Inkstick in the form of a painting scroll,,"Anhui province, China",possibly 19th century or later,Soot and glue with gold and green pigment,H x W: 7.5 x 1.9 cm (2 15/16 x 3/4 in),Gift of Marguerite Church,,,Tool and Equipment,,,,,All_images1.0\image3762.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7776_21
Saucer dish,,"possibly Linru kilns, Henan province, China",12th-mid 13th century,Stoneware with Green Jun glaze,H x Diam: 2.2 x 11.6 cm (7/8 x 4 9/16 in),Gift of Diane H. Schafer in honor of Jan Stuart and her service as Curator of Chinese Art at the National Museum of Asian Art,,,Vessel,,,,,All_images1.0\image3763.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7280_46
Plaque with taotie,,China,ca. 1300-1050 BCE,Jade,H x W x D: 2.8 x 2.7 x 1.1 cm (1 1/8 x 1 1/16 x 7/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3764.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7644_63
Buddhas and Bodhisattvas,,China,early 20th century,Ink and color on paper,H x W: 28.9 x 118.1 cm (11 3/8 x 46 1/2 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images1.0\image3765.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5111_10
Ribbed tubular bead with flaring end,,China,ca. 1300-1050 BCE,Jade,H x Diam (overall): 3.6 x 3.1 cm (1 7/16 x 1 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3766.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7645_35
Lobed dish with metal rim,,China,960-1279,Red lacquer with metal rim,H x W: 3.8 x 23.5 cm (1 1/2 x 9 1/4 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image3767.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7694_24
"Plaque from a book, The Canon of Yao",,China,18th-early 19th century,"Jade, gold pigment",H x W x D: 0.3 x 9 x 9 cm (1/8 x 3 9/16 x 3 9/16 in),"Transfer from the National Museum of Natural History, Department of Minerology, Smithsonian Institution",,,Book,,,,,All_images1.0\image3768.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6894_07
Axehead (fu),,China,,Jade,H x W x D (overall): 7 x 11.2 x 0.3 cm (2 3/4 x 4 7/16 x 1/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image3769.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7643_16
"Hardstone carving of phoenix, peony, and fungus of immortality",Zhou Bin (mid-late 19th century) (carver),China,1850-1899,Agalmatolite (shoushanshi),H x W x D (a: jade): 5.2 × 11.6 × 2.4 cm (2 1/16 × 4 9/16 × 15/16 in),Purchase — Charles Lang Freer Endowment,,,Sculpture,,,,,All_images1.0\image3770.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7204_07
Fragment (partial leg of ding?),,"North Gate of Changsha Tomb, China",,,H x W x D (overall): 14.8 x 7 x 4.8 cm (5 13/16 x 2 3/4 x 1 7/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Vessel,,,,,All_images1.0\image3771.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4132_1-000001
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3772.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-596_1
Clay covered lacquer and cloth(?) fragments,,"tomb site, Changsha, China",,Clay covered lacquer and cloth,,Gift of the John Hadley Cox Archaeological Study Collection,,,Unclassified,,,,,All_images1.0\image3773.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-L-27_1
"Plaque from a book, The Canon of Yao",,China,18th-early 19th century,"Jade, gold pigment",H x W x D: 0.3 x 9 x 9 cm (1/8 x 3 9/16 x 3 9/16 in),"Transfer from the National Museum of Natural History, Department of Minerology, Smithsonian Institution",,,Book,,,,,All_images1.0\image3774.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6893_10
Yoke Bells,,"North Gate of Changsha Tomb, China",,,H x W (overall): 2.7 x 4.8 cm (1 1/16 x 1 7/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Musical Instrument,,,,,All_images1.0\image3775.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-562a-e
Ritual vessel (guei),,China,1100-900 BCE,Bronze; cast,H x W x D: 17.5 x 31.3 x 23.7 cm (6 7/8 x 12 5/16 x 9 5/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.332",,,Vessel,,,,,All_images1.0\image3776.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.332.1_001
Vase,,"Fujian province, China",19th-early 20th century,Porcelain with clear glaze,,Gift of Elizabeth Reynolds,,,Vessel,,,,,All_images1.0\image3777.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2635_1-000001
Pendant in the form of a rabbit,,China,,Jade,H x W x D (overall): 3 x 3.6 x 0.7 cm (1 3/16 x 1 7/16 x 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3778.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7646_29
"Vegetables, and Poem in clerical script",Wang Xuetao (1903-1982),China,20th century,Ink on paper,"H x W (image, each): 31.6 x 31.4 cm (12 7/16 x 12 3/8 in)",Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image3779.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7425_48
Tube (cong),,China,,Jade?,H x W x D (overall): 16.7 x 26.1 x 21 cm (6 9/16 x 10 1/4 x 8 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image3780.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7831_52
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3781.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-606_1
"Shallow bowl with two tiers of molded petals in bottom, five incised lines below rim on outside with freehand incised accents spaced at intervals, everted rim and carved foot",,South China,14th century,Ceramic,H x Diam: 5.6 x 13.2 cm (2 3/16 x 5 3/16 in),Gift of Michael Willis,,,Vessel,,,,,All_images1.0\image3782.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3854_1-000001
Huang,,"North Gate of Changsha Tomb, China",,Jade,H x W (overall): 3.5 x 2.7 cm (1 3/8 x 1 1/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Jewelry and Ornament,,,,,All_images1.0\image3783.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8520_11
Pendant with taotie,,China,,Jade,H x W x D (overall): 4.1 x 2.9 x 0.6 cm (1 5/8 x 1 1/8 x 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image3784.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7862_25
Ancestor tablet with cicadas,,China,ca. 1300-1050 BCE,Jade,H x W x D (overall): 8.7 x 2.2 x 0.4 cm (3 7/16 x 7/8 x 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image3785.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7644_50
Fragment of base of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images1.0\image3786.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-580_1
"Ch'in (?) Ball, Gaming piece (?)",,"Changsha Tomb site, China",,Pottery,Diam (overall): 3 cm (1 3/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Toy and Entertainment,,,,,All_images1.0\image3787.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4220
Fragment with monster mask,,"North Gate of Changsha Tomb, China",,,H x W (overall): 8.6 x 8 cm (3 3/8 x 3 1/8 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Mask,,,,,All_images1.0\image3788.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-582
Seated Lion,,China,618-907,"Bronze, gilding",H x W: 9.2 x 5.2 cm (3 5/8 x 2 1/16 in),Purchase — Charles Lang Freer Endowment,,,Sculpture,,,,,All_images1.0\image3789.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5128_05
Figure of a toad,,"Guangzhou, Fujian, or Hunan province, China",220-589,Stoneware with wood-ash glaze,H x W x D (overall): 8.8 x 13 x 11.5 cm (3 7/16 x 5 1/8 x 4 1/2 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Sculpture,,,,,All_images1.0\image3790.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7854_25
Cricket Cage,,China,19th century,"Gourd, ivory, tortoise shell",H x W: 12.7 x 7.1 cm (5 x 2 13/16 in),Purchase — Charles Lang Freer Endowment,,,Container,,,,,All_images1.0\image3791.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6071_11
Cricket Cage,,China,19th century,"Gourd, ivory",H x W: 17.1 x 7.1 cm (6 3/4 x 2 13/16 in),Purchase — Charles Lang Freer Endowment,,,Container,,,,,All_images1.0\image3792.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6071_10
Cricket Cage,,China,19th century,"Gourd, ivory",H x W: 14.4 x 6.5 cm (5 11/16 x 2 9/16 in),Purchase — Charles Lang Freer Endowment,,,Container,,,,,All_images1.0\image3793.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6071_08
"Tube (cong), fragment",,China,,Agate,H x W x D (overall): 20 x 20 x 19.8 cm (7 7/8 x 7 7/8 x 7 13/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image3794.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7831_39
9 pieces of cloisonne showing stages of manufacture,,China,early 20th century,"Metal, enamel",,Purchase — Charles Lang Freer Endowment,,,Unclassified,,,,,All_images1.0\image3795.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-C-1a-i_1
Ornament in the form of a mask (taotie),,"Anyang, probably Henan province, China",ca. 1250-ca. 1050 BCE,Jade (nephrite),H x W x D: 11.3 × 7.6 × 0.6 cm (4 7/16 × 3 × 1/4 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image3796.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.888_001
Finial in the form of a dragon and bird in combat,,"Anyang, probably Henan province, China",ca. 1250-ca. 1050 BCE,Jade (nephrite),H x W x D: 7.8 × 4.1 × 0.4 cm (3 1/16 × 1 5/8 × 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image3797.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.518_001
The Mount Yi Stele in seal script and colophon in standard script,Li Si (died 208 B.C.E.),China,inscription: 993; rubbing: 20th century,Ink on paper,H x W (image): 150.6 x 70.9 cm (59 5/16 x 27 15/16 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image3798.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5763_11
Nepalese-Chinese-style bodhisattva,,China,13th century,"Lacquer, cloth, traces of blue, gold, and green paint, and gold leaf",H x W x D: 58.5 x 43.3 x 29.5 cm (23 1/16 x 17 1/16 x 11 5/8 in),Purchase — Charles Lang Freer Endowment,,,Sculpture,,,,,All_images1.0\image3799.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6534_06
Cong,,China,1644-1911,Jade,H x W: 2.4 x 8.5 cm (15/16 x 3 3/8 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image3800.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7302_39
Ornament,,China,,Bronze,H x W: 3.3 x 1.6 cm (1 5/16 x 5/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3801.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7653_13
Scenes from the Life of Tao Yuanming (part 2),,China,1368-1644,Ink on paper,H x W (image): 28.3 x 317.2 cm (11 1/8 x 124 7/8 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3802.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7480_34
Bowl of orchids,Luo Ping (1733-1799),China,18th century,Ink on paper with silk backing,H x W (image): 27.1 x 30.4 cm (10 11/16 x 11 15/16 in),Anonymous gift in honor of Kent H. and Scott N. Redford,,,Painting,,,,,All_images1.0\image3803.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6243_12
Ornamental boss,,China,206 BCE-220 CE,Lead,H x W: 1.4 x 3.3 cm (9/16 x 1 5/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3804.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7775_17
Three Men in a Boat on the Winter River,Follower of Lan Ying (1585-1664),China,17th-18th century,Ink and color on silk,H x W: 130.8 x 38.6 cm (51 1/2 x 15 3/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3805.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5751_09
Ornament,,China,19th century,Jade,H x W x D: 9.5 x 2.2 x 1 cm (3 3/4 x 7/8 x 3/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3806.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7522_33
Garment hook (daigou),,China,,Bronze,H x W: 11.7 x 2.1 cm (4 5/8 x 13/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3807.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8324_13
Miniature spade,,China,19th century,Jade,H x W: 6.4 x 3.8 cm (2 1/2 x 1 1/2 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3808.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7522_35
"Bird, Rock, and Chrysanthemums",Qi Baishi 齊白石 (1864-1957),China,1920s,Ink on paper,H x W (image): 84 × 43.5 cm (33 1/16 × 17 1/8 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image3809.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7426_26
Ceremonial vessel with cover (kuang),,China,,"Bronze, silver and gold inlay",H x W: 20.9 x 23.4 cm (8 1/4 x 9 3/16 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images1.0\image3810.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7456_16
Garment hook (daigou),,China,,"Bronze, silver inlay",H x W: 9.8 x 2 cm (3 7/8 x 13/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3811.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7509_22
"Ducklings, rocks, and flowers",,China,1368-1644,Ink and color on silk,H x W: 29.5 x 31.8 cm (11 5/8 x 12 1/2 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3812.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7518_08
Stand,,China,618-907,Bronze,H x W x D: 3.6 x 6.7 x 4.7 cm (1 7/16 x 2 5/8 x 1 7/8 in),Gift of Charles Lang Freer,,,Furniture and Furnishing,,,,,All_images1.0\image3813.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8324_20
Ornament (heng),,China,1644-1911,Jade,H x W: 3.2 x 6.9 cm (1 1/4 x 2 11/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3814.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7533_04
Finial,,China,,"Bronze, gold inlay",H x W: 6.1 x 4.7 cm (2 3/8 x 1 7/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3815.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7677_14
Pin,,China,206 BCE-220 CE,Bronze,H x W: 4.7 x 2.8 cm (1 7/8 x 1 1/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3816.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7705_18
Miniature ceremonial vessel (yu) with cover,,China,,"Bronze, gold and silver inlay",H x W x D: 10.7 x 9.1 x 6.9 cm (4 3/16 x 3 9/16 x 2 11/16 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images1.0\image3817.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7606_20
Standing man in a red coat,Luo Ping (1733-1799),China,18th century ?,Ink and color on paper,H x W: 82.1 x 33.1 cm (32 5/16 x 13 1/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3818.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5716_08
Garment hook (daigou),,China,,"Bronze, gold and turquoise inlay",H x W: 9.7 x 2 cm (3 13/16 x 13/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3819.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7654_06
Miniature mirror,,China,960-1279,Bronze,Diam x D: 5.5 x 0.6 cm (2 3/16 x 1/4 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image3820.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5995_05
Garment hook (daigou) in the form of a goose,,China,,Bronze,H x W: 3.9 x 1.2 cm (1 9/16 x 1/2 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3821.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7509_20
Garment hook (daigou),,China,,Bronze inlaid with turquoise and gold,H x W: 10.7 x 1.5 cm (4 3/16 x 9/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3822.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8324_15
Garment hook (daigou),,China,,Bronze,H x W: 21.1 x 2.6 cm (8 5/16 x 1 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3823.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7523_11
Landscape: mountain ridge in winter,,China,1644-1911,Ink and color on silk,H x W: 128.6 x 50.7 cm (50 5/8 x 19 15/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image3824.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5716_04
Miniature cong,,China,19th century,Jade,H x W x D: 4.1 x 1.4 x 1.4 cm (1 5/8 x 9/16 x 9/16 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image3825.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7533_13
Mirror,,China,618-907,Bronze,Diam x D: 19.6 x 1.5 cm (7 11/16 x 9/16 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image3826.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8167_24
Knife pendant in the form of a bird,,"Anyang, probably Henan province, China",ca. 1250-ca. 1050 BCE,Jade (nephrite),H x W x D: 3.7 × 2.5 × 0.4 cm (1 7/16 × 1 × 3/16 in),Purchase — Charles Lang Freer Endowment,,,Jewelry and Ornament,,,,,All_images1.0\image3827.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1979.25_001
Landscape,Li Kuchan (1898-1983),China,1928,Ink and colors on fan-shaped paper on album leaf backing,H x W: 33.5 x 61 cm (13 3/16 x 24 in),Gift of Tong-Ching Chang in memory of her father Hui-Shu Chang,,,Painting,,,,,All_images1.0\image3828.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6620_08
Amulet in the form of a human figure,,China,,Bronze,H x W: 1.9 x 1.1 cm (3/4 x 7/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3829.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7677_12
Garment hook (daigou),,China,,"Bronze, turquoise",H x W: 16.3 x 1.8 cm (6 7/16 x 11/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image3830.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7523_20
