Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
"Bowl, fragment of base",,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under clear glaze,,Gift of Charles Nelson Spinks,,,Vessel,,,,,All_images\image3341.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-955_1
Base fragment of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3342.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-579_1
Ribbed dish,,"Shanxi or Hebei province, China","1100-1400, probably early 12th century",Stoneware with white slip under clear glaze,H x Diam (overall): 5.4 x 17.7 cm (2 1/8 x 6 15/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.335",,,Vessel,,,,,All_images\image3343.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8098_05
"Base fragment of dish, slightly collapsed on one side, kiln-waster",,"Probably Shanglinhu kiln site, Zhejiang province, China",10th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image3344.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-238v1
"Base of dish with phags-pa script, fragment",,"Jingdezhen, Jiangxi province, China",late 16th century,Porcelain with cobalt pigment under clear glaze,,Gift of John A. Pope,,,Vessel,,,,,All_images\image3345.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-945_1
Fragment of dish,,"Jingdezhen, Jiangxi province, China",early 19th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3346.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-552_1
Fragment of bowl wall,,"Jingdezhen, Jiangxi province, China",16th-17th century,Porcelain with transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3347.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-569_1
"Pendant in the form of an archer’s ring, fragment",,China,206 BCE-9 CE,Jade (nephrite),H x W x D: 4.5 x 2 x 0.3 cm (1 3/4 x 13/16 x 1/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3348.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.714_001
One of a Buddhist triad: a bodhisattva holding either a medicine bowl or an alms bowl,,China,618-906,Ivory,H x W: 9.5 x 2 cm (3 3/4 x 13/16 in),Purchase — Charles Lang Freer Endowment,,,Sculpture,,,,,All_images\image3349.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7776_03
Base fragment of bowl,,"Jingdezhen, Jiangxi province, China",17th century,Porcelain with cobalt pigment under transparent glaze,,"Gift of John B. Trevor, Jr.",,,Vessel,,,,,All_images\image3350.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-554_1
Animal figure,,China,,Brass,H x W x D: 7.9 x 6 x 19.7 cm (3 1/8 x 2 3/8 x 7 3/4 in),Gift of R. H. Ellsworth,,,Sculpture,,,,,All_images\image3351.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-M-70_1-000001
Mouth cover for tea-leaf storage jar (kuchioi),,China,15th century,Silk with gold brocade and plain-weave silk,H x W (a-cover): 34.5 × 34.5 cm (13 9/16 × 13 9/16 in),Purchase — Charles Lang Freer Endowment,,,Costume and Textile,,,,,All_images\image3352.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8340_02
Mat for display of tea-leaf storage jar (shikigoromo),,China,mid 16th-mid 17th century,Silk,H x W (a-mat): 25.4 × 25.2 cm (10 × 9 15/16 in),Purchase — Charles Lang Freer Endowment,,,Costume and Textile,,,,,All_images\image3353.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7906_12
An eagle on a blue rock in the sea,,China,1644-1911,Ink and color on silk,H x W (image): 33 x 22.6 cm (13 x 8 7/8 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3354.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7410_40
After Zhu Henian's Copy of Shitao's Self-portrait Supervising the Planting of Pine Trees,After Zhu Henian (1760-after 1833),"Possibly Yangzhou, Jiangsu province, China",19th-20th century,Ink and color on paper,H x W (image): 27.5 x 31.8 cm (10 13/16 x 12 1/2 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images\image3355.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5553_13
River landscape,Traditionally attributed to Qiu Ying 仇英 (ca. 1494-1552),China,1644-1911,Ink on paper,H x W (image): 30.8 x 54.9 cm (12 1/8 x 21 5/8 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3356.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7271_19
"Still life: vase with peonies, and bric-a-brac",Emperor Huizong (1082-1135 (reigned 1101-1125)),China,1644-1912,Ink and color on silk,H x W (image): 112 x 61.1 cm (44 1/8 x 24 1/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3357.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7490_26
"Pendant in the form of a mask, probably reworked from a tube (cong 琮)",,"Anyang, probably Henan province, China",ca. 1250-1050 BCE,Jade (nephrite),H x W x D: 3.9 × 4.8 × 2.3 cm (1 9/16 × 1 7/8 × 7/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3358.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.865_001
"Bird, Fruit, and Flowers",Wu Zhang (1671-after 1741),China,1741,Ink and color on silk,H x W (image): 26.2 x 41.8 cm (10 5/16 x 16 7/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3359.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7430_11
Ritual cauldron (li) with masks (taotie) and dragons,,"Anyang, probably Henan province, China",ca. 1250-1200 BCE,Bronze,H x W x D: 28.9 × 21.5 × 20.5 cm (11 3/8 × 8 7/16 × 8 1/16 in),Gift of The Arthur M. Sackler Foundation,,,Vessel,,,,,All_images\image3360.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.64_001
Garment hook (daigou),,China,ca. 5th-4th century BCE,"Gilt bronze with gold, silver, and turquoise inlay",H x W x D: 20.1 x 1.3 x 3.7 cm (7 15/16 x 1/2 x 1 7/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3361.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.439_002
Bowl,,"Guangdong province, China",19th century,Stoneware with Jun-style glaze,H x Diam: 6.3 × 19 cm (2 1/2 × 7 1/2 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images\image3362.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7903_01
Old Scholar Playing the Qin,,China,1368-1644,Color on silk,H x W (image): 36 x 55.5 cm (14 3/16 x 21 7/8 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3363.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7271_03
Eighteeen Luohans in a Rocky Landscape,Traditionally attributed to Li Gonglin (傳)李公麟 (ca. 1049-1106),China,19th century ?,Ink on silk,H x W: 123.4 x 60.9 cm (48 9/16 x 24 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3364.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5716_07
Circular box with figures in landscape,,"Anhui province, China",Late 16th - early 17th century,Red and black lacquer with applied gold (miaojin) on wood core,H x Diam (overall): 3.2 x 16.1 cm (1 1/4 x 6 5/16 in),Gift of Arthur M. Sackler,,,Container,,,,,All_images\image3365.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6166_11
Jar,,"Yixing, Jiangsu province, China",19th century,Stoneware with misfired Jun-style glaze,H x Diam: 6.4 × 8.3 cm (2 1/2 × 3 1/4 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images\image3366.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7380_04
Collared disk,,"Anyang, probably Henan province, China",ca. 1250-1050 BCE,Jade (nephrite),Diam x D: 13 × 0.4 cm (5 1/8 × 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3367.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.457_001
Ritual bronze implement (shao),,China,ca. 11th century BCE,Bronze,H x W: 5.1 x 9.5 cm (2 x 3 3/4 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images\image3368.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7372_18
Bulb bowl with impressed character si (four),,"Henan province, China",15th century,Stoneware with Jun glaze,H x Diam: 7.8 × 21.9 cm (3 1/16 × 8 5/8 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images\image3369.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5800_02
Water pot of lotus-bud form,,"Guangdong province, China",mid 17th-19th century,Stoneware with Jun-style glaze and copper pigment,H x Diam: 4.7 × 5.2 cm (1 7/8 × 2 1/16 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images\image3370.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7368_04
Knife pendant in the form of a tiger,,"Anyang, probably Henan province, China",ca. 1250-ca. 1050 BCE,Jade (nephrite),H x W x D: 2.5 × 5.7 × 0.7 cm (1 × 2 1/4 × 1/4 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3371.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.839_001
Garment hook (dai gou),,China,ca. 5th-4th century BCE,Cast bronze inlaid with gold and turquoise,H x W x D: 20.5 x 2.4 x 3.1 cm (8 1/16 x 15/16 x 1 1/4 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3372.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.414_001
Walking by a Mountain Stream,Traditionally attributed to Shen Zhou 沈周 (1427-1509),China,1368-1644,Ink and color on paper,H x W (image): 35.4 x 58.8 cm (13 15/16 x 23 1/8 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3373.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7271_17
Bulb bowl,,"Jingdezhen, Jiangxi province, China",19th century,Porcelain with Jun-style glaze,H x Diam: 11.9 × 27.3 cm (4 11/16 × 10 3/4 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images\image3374.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7805_05
Incense burner,,"Jiaozuo, Henan province, China",14th century,Stoneware with white slip and black pigment under turquoise glaze,H x W: 15.4 x 15.7 cm (6 1/16 x 6 3/16 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images\image3375.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7564_12
Fragment of repaired bowl with Arabic and Persian inscriptions,,"Jingdezhen, Jiangxi province, China",1506-1521,Porcelain with cobalt pigment under clear glaze,H x W: 12.2 x 26.8 cm (4 13/16 x 10 9/16 in),Gift of John A. Pope,,,Vessel,,,,,All_images\image3376.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5363_05
Winter travelers crossing a bridge,Formerly attributed to Guo Xi (傳)郭熙 (ca. 1001-1090),China,early to mid-17th century,Ink and color on paper,H x W (image): 28.3 x 45 cm (11 1/8 x 17 11/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3377.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7410_41
Shiwan (Shekwan) ware bottle,,"Shiwan (Shekwan) kilns, Foshan, Guangdong province, China",mid 17th-19th century,Stoneware with Jun-style glaze,H x Diam: 25.5 × 18.2 cm (10 1/16 × 7 3/16 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images\image3378.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7908_14
Draft pole heel pipe with dragons,,"Anyang, probably Henan province, China",ca. 1100-1050 BCE,Bronze,H x W x D: 12.2 × 8.3 × 7.3 cm (4 13/16 × 3 1/4 × 2 7/8 in),Gift of Charles Lang Freer,,,Tool and Equipment,,,,,All_images\image3379.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6070_07
Banshan type jar,,China,5000-2000 BCE,Earthenware with iron pigments,H x Diam (overall): 36.1 x 42.3 cm (14 3/16 x 16 5/8 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image3380.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8223_15
Tomb tripod vessel,,China,early 1st-early 3rd century,Earthenware with copper-green lead-silicate glaze,H x W: 19 x 23.1 cm (7 1/2 x 9 1/8 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images\image3381.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5113_08
A broad view of mountains and water,Traditionally attributed to Sheng Mou 盛懋 (ca. 1310-1360),China,16th century,Ink and color on silk,H x W (image): 31.2 x 51.3 cm (12 5/16 x 20 3/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3382.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7271_14
Jian ware tea bowl,,"Jian kilns, Fujian province, China",12th-13th century,Stoneware with iron glaze,H x W: 6.2 x 12.6 cm (2 7/16 x 4 15/16 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images\image3383.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5777_05
Food vessel (li),,China,ca. 8th-7th century BCE,Bronze,H x W x D: 13 x 18.6 x 19.5 cm (5 1/8 x 7 5/16 x 7 11/16 in),Gift of The Arthur M. Sackler Foundation,,,Vessel,,,,,All_images\image3384.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.351_001
Vase,,"Jingdezhen, Jiangxi province, China",18th century,Porcelain with iron wash and Guan-style glaze,H x W x D: 18.5 x 9.9 x 7.1 cm (7 5/16 x 3 7/8 x 2 13/16 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images\image3385.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7924_21
Pair of ornaments with interlaced dragons,,China,ca. 600-476 BCE,Jade (nephrite),H x W x D (each): 1.9 x 2.8 x 2.8 cm (3/4 x 1 1/8 x 1 1/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3386.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.615-616_001
Temple by the shore,Formerly attributed to Yan Wengui (10th century),China,1644-1911,Ink and color on silk,H x W (image): 19.8 x 30.4 cm (7 13/16 x 11 15/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3387.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7410_44
Birds and Fruit,Wu Zhang (1671-after 1741),China,1741,Ink and color on silk,H x W (image): 26.2 x 41.8 cm (10 5/16 x 16 7/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3388.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7430_10
Wine Container (Jia),,China,ca. 15th-14th century BCE,Bronze,H x W x D: 21.9 x 14.5 x 16 cm (8 5/8 x 5 11/16 x 6 5/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images\image3389.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6252_13
Scholar's rock,,China,17th-19th century,Lingbi limestone with wooden base,H x W x D: 74 x 25.5 x 20 cm (29 1/8 x 10 1/16 x 7 7/8 in),Gift of C.C. Wang,,,Sculpture,,,,,All_images\image3390.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5757_11
"Xuanwu, God of the North",Formerly attributed to Bai Liangyu (late 12th-early 13th century),China,ca. 1500,Ink and color on silk,H x W (image): 57.6 x 46.2 cm (22 11/16 x 18 3/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3391.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7253_34
Owl,,"Anyang, probably Henan province, China",ca. 1250-ca. 1050 BCE,Turquoise,H x W x D: 6.3 × 3.4 × 1.9 cm (2 1/2 × 1 5/16 × 3/4 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images\image3392.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.864_001
Prefaces to the Sacred Teachings and the Heart Sutra in running script,Writing by Wang Xizhi 王羲之 (ca. 303-ca. 361),China,inscription: 672; rubbing: 20th century,Ink on paper,H x W (image): 227.4 x 96.1 cm (89 1/2 x 37 13/16 in),Gift of Peking University,,,Rubbing,,,,,All_images\image3393.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5763_09
A Horse,Xu Beihong (1895-1953),China,1942,Ink on paper,H x W (overall): 240 × 68.6 cm (94 1/2 × 27 in),Purchase — Smithsonian Unrestricted Trust Funds,,,Painting,,,,,All_images\image3394.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7438_45
Ritual grain server (gui) with dragons,,"Anyang, probably Henan province, China",ca. 1100-1050 BCE,Bronze,H x W x D: 15.6 × 29.2 × 21.6 cm (6 1/8 × 11 1/2 × 8 1/2 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images\image3395.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.51_001
Reminiscences of Nanjing: Washing the Inkstone,Shitao (1642-1707),"Yangzhou, Jiangsu Province, China",1707,Ink and color on paper,H x W (image): 24.1 x 19.7 cm (9 1/2 x 7 3/4 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images\image3396.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8132_17
Tubular pendant with interlaced dragons,,China,ca. 600-476 BCE,Jade (nephrite),H x W x D: 6 x 1.8 x 0.6 cm (2 3/8 x 11/16 x 1/4 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3397.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.490_001
"Pouring vessel (gong) in the form of an elephant with masks (taotie), dragons, birds, snakes, and felines",,"Hunan province, middle Yangzi River region, China",ca. 1150-1100 BCE,Bronze,H x W x D: 18.7 x 21.4 x 8.1 cm (7 3/8 x 8 7/16 x 3 3/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images\image3398.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.65a-b_001
Album of the Feng River Landscape Scenes: Rocks and Trees,Hongren (1610-1664),"Shexian, Anhui province, China",1660,Ink on paper,H x W (image): 21.4 x 12.9 cm (8 7/16 x 5 1/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images\image3399.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8119_15
"Knife pendant in the form of a dragon, probably reworked from a bracelet",,"Anyang, probably Henan province, China",ca. 1250-ca. 1050 BCE,Jade (neprhite) imported from the northeast,H x W x D: 7 × 3 × 1.5 cm (2 3/4 × 1 3/16 × 9/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3400.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.549_001-000001
Ancestor tablet,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D: 16.7 x 2.1 x 1.3 cm (6 9/16 x 13/16 x 1/2 in),Gift of Arthur M. Sackler,,,Ceremonial Object,,,,,All_images\image3401.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.496_001
Pendant in the form of a bird,,China,ca. 1050-ca. 950 BCE,Jade (nephrite),H x W x D: 5.4 x 2.7 x 0.5 cm (2 1/8 x 1 1/16 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3402.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.525_001
Pendant in the form of a tiger,,"Anyang, probably Henan province, China",ca. 1250-ca. 1050 BCE,Jade (nephrite),H x W x D: 4.5 × 9.4 × 0.6 cm (1 3/4 × 3 11/16 × 1/4 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3403.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.705_001
Spring Mists over a Riverside Pavilion,Traditionally attributed to Ni Zan 倪瓚 (1306-1374),China,1368-1644,Ink on paper,H x W: 134.5 x 61.1 cm (52 15/16 x 24 1/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3404.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8250_26
Phoenix among rocks and flowers,,China,16th--early 17th century,Tapestry,H x W (image): 41.8 x 64.7 cm (16 7/16 x 25 1/2 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images\image3405.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7271_21
Ritual wine warmer (jia) with masks (taotie) and dragons,,"Anyang, probably Henan province, China",ca. 1200 BCE,Bronze,H x W x D: 25.1 × 18.1 × 20.3 cm (9 7/8 × 7 1/8 × 8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images\image3406.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.60_001
Pendant in the form of a fluted ring,,China,475-221 BCE,Jade (nephrite),H x W x D: 0.6 x 7 x 7 cm (1/4 x 2 3/4 x 2 3/4 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3407.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.720_001
Tablet,,"Anyang, probably Henan province, China",ca. 1250-ca. 1050 BCE,Jade (nephrite),H x W x D: 18 × 2.3 × 0.8 cm (7 1/16 × 7/8 × 5/16 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images\image3408.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1915.234_001
Finial in the form of a human hybrid with dragon,,China,ca. 1050-ca. 950 BCE,Jade (nephrite),H x W x D: 8.2 x 4.1 x 0.5 cm (3 1/4 x 1 5/8 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3409.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.481_001
Ancestor tablet with bird and dragon,,China,ca. 1050-ca. 950 BCE,Jade (nephrite),H x W x D: 11.9 x 2.2 x 0.4 cm (4 11/16 x 7/8 x 3/16 in),Gift of Arthur M. Sackler,,,Ceremonial Object,,,,,All_images\image3410.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.521_001
Album of the Feng River Landscape Scenes: Rocky Pool and Pavilion,Hongren (1610-1664),"Shexian, Anhui province, China",1660,Ink on paper,H x W (image): 21.4 x 12.9 cm (8 7/16 x 5 1/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images\image3411.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8119_17
Eggplant,Traditionally attributed to Qian Xuan 錢選 (late 13th century),China,14th century,Ink and color on paper,H x W (image): 28.5 x 58.3 cm (11 1/4 x 22 15/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3412.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7472_16
Reminiscences of Nanjing: Climbing Caishi in Mid-Autumn,Shitao (1642-1707),"Nanjing, China",1707,Ink on paper,H x W (image): 23.8 x 19.2 cm (9 3/8 x 7 9/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images\image3413.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8132_24
Geese at Dawn on a Misty River,Formerly attributed to Cui Bai (active mid- to late 11th century),China,15th century,Hanging scroll mounted on panel; ink and color on silk,H x W (image): 102.8 x 164.1 cm (40 1/2 x 64 5/8 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3414.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5755_03
Disk (bi 璧),,"Lake Tai region, China",ca. 3300-2250 BCE,Jade (nephrite),Diam x D: 17.5 x 1 cm (6 7/8 x 3/8 in),Gift of Arthur M. Sackler,,,Ceremonial Object,,,,,All_images\image3415.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.929_003
Pendant in the form of a standing figure,,China,475-221 BCE,Jade (nephrite),H x W x D: 4.2 x 1.7 x 0.7 cm (1 5/8 x 11/16 x 1/4 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3416.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.482_001
Pendant in the form of a bird,,China,ca. 1050-950 BCE,Jade (nephrite),H x W x D: 4 x 6.5 x 0.5 cm (1 9/16 x 2 9/16 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image3417.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.863_002
"Flanged bracelet, trimmed",,"Anyang, probably Henan province, China",ca. 1250-1050 BCE,Jade (nephrite),H x Diam: 0.3 × 12.8 cm (1/8 × 5 1/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images\image3418.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.228_001
Roses and Bamboo,Huang Binhong (1865-1955),"Beijing, China",l943,Ink and color on paper,H x W (image): 64.5 x 31.7 cm (25 3/8 x 12 1/2 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images\image3419.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6897_10
Ritual vessel wine warmer (jue) with masks (taotie) and cicada,,"Anyang, probably Henan province, China",ca. 1150-1100 BCE,Bronze,H x W x D: 19.6 × 17.1 × 10.1 cm (7 11/16 × 6 3/4 × 4 in),Gift of Elizabeth A. Sackler,,,Vessel,,,,,All_images\image3420.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7384_48
"Sherd, undecorated",,China,ca. 1600 - ca. 1050 BCE,,H x W (overall): 3.7 x 2.5 cm (1 7/16 x 1 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Vessel,,,,,All_images\image3421.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4209_1
Magpies and Songbirds amid Early Summer Flowers,Follower of Bian Wenjin (ca. 1356-after 1428),China,first-half 15th century,Hanging scroll; ink and color on silk,H x W (image): 135.4 x 69.2 cm (53 5/16 x 27 1/4 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images\image3422.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5712_09
Seal,,China,,Bronze,H x W: 5.3 x 2.9 cm (2 1/16 x 1 1/8 in),Gift of Charles Lang Freer,,,Tool and Equipment,,,,,All_images\image3423.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7700_21
Seal carved by Fang Jiekan for Wang Yachen,Fang Jiekan (1903-1987),China,ca. 1947-1948?,Soapstone,H x W x D: 4.5 x 2.6 x 2.7 cm (1 3/4 x 1 x 1 1/16 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Tool and Equipment,,,,,All_images\image3424.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5921_09
