Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Untitled No. 33,"Hai Bo (China, born 1962)",China,1999,Gelatin silver print on paper,H x W (Sight): 60 x 40.5 cm (23 5/8 x 15 15/16 in),Gift of Leopold Swergold,,,Photograph,,,,,All_images1.0\image340.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2011.6_001
Garment hook (daigou),,China,14th-17th centuries,Jade,H x W x D: 4.1 x 2.3 x 1.7 cm (1 5/8 x 7/8 x 11/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image341.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6890_05
Garment hook (daigou),,China,10th-12th centuries,Jade,H x W x D: 11.3 x 2.1 x 2.6 cm (4 7/16 x 13/16 x 1 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image342.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6890_08
Fragment of clay bronze mirror mold,,China,late 4th or 3rd century BCE,Unglazed stoneware,,Purchase — Charles Lang Freer Endowment,,,Tool and Equipment,,,,,All_images1.0\image343.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-200v1
One Corner of Lake Tai,Huang Binhong (1865-1955),China,1938-1939,Ink and color on paper,H x W (image): 54.8 x 31.4 cm (21 9/16 x 12 3/8 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image344.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7332_32
Dwelling and Bridge Amidst Groves,Huang Binhong (1865-1955),China,1934,Ink and color on paper,H x W (image): 120.9 x 40.1 cm (47 5/8 x 15 13/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image345.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6898_04
Dish,,China,18th century,Jade,H x W x D: 5.2 x 16.5 x 11.3 cm (2 1/16 x 6 1/2 x 4 7/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image346.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6422_09
Dragon-handled cup with spout,,China,late 18th-early 20th century,Jade,H x W x D: 3.6 x 11.8 x 6 cm (1 7/16 x 4 5/8 x 2 3/8 in),Anonymous gift,,,Vessel,,,,,All_images1.0\image347.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6905_01
In the Style of Qian Du,"Cheng Jiezi (China, 1910-1986)",China,1944,Ink and color on paper,H x W (image): 34.5 x 24 cm (13 9/16 x 9 7/16 in),Anonymous gift,,,Painting,,,,,All_images1.0\image348.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7332_37
Untitled No. 51,"Hai Bo (China, born 1962)",China,2003,Gelatin silver print on paper,H x W (framed): 67.9 x 66.7 cm (26 3/4 x 26 1/4 in),Purchase — funds provided by the Friends of the National Museum of Asian Art,,,Photograph,,,,,All_images1.0\image349.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8065_30
Eight Drunken Immortals,"Cheng Jiezi (China, 1910-1986)",China,1984,Ink and color on paper,H x W: 93 x 181.6 cm (36 5/8 x 71 1/2 in),Anonymous gift,,,Painting,,,,,All_images1.0\image350.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7336_48
Goose,Daoguang Emperor (1782-1850),China,1821-1850,Hanging scroll; ink on mica-ground paper,H x W (image): 117.4 × 60.3 cm (46 1/4 × 23 3/4 in),Purchase — funds provided by the Princeton Club of Washington,,,Calligraphy,,,,,All_images1.0\image351.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5853_02
"One of a pair of ""Door Guardian"" prints, this one portraying Jin Qiong.",,"Hebei or Shanxi province, China",Ca. 1900,Ink and color on paper,H x W: 107.6 x 58.7 cm (42 3/8 x 23 1/8 in),Gift of Mr. Lu Fang,,,Print,,,,,All_images1.0\image352.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8435_16
Ritual wine container (hu),,"Zinzheng, Henan province, China",ca. 6th century BCE,Bronze Cast,H x W x D: 38 x 13.4 x 15.2 cm (14 15/16 x 5 1/4 x 6 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image353.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-4066_10h
"One of a pair of ""Door Guardian"" prints, this one portraying Yuzhi Gong.",,"Hebei or Shanxi province, China",Ca. 1900,Ink and color on paper,H x W: 107.6 x 58.7 cm (42 3/8 x 23 1/8 in),Gift of Mr. Lu Fang,,,Print,,,,,All_images1.0\image354.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8435_15
Pendant,,China,5th century BCE,Jade (nephrite),H x W x D: 4 x 9 x 0.3 cm (1 9/16 x 3 9/16 x 1/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image355.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.852_001
Ritual wine vessel (huo),,China,ca. 7th century BCE,Bronze,H x W x D: 8 x 14.6 x 12.7 cm (3 1/8 x 5 3/4 x 5 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image356.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.299_001
Demon Presenting a Plum Bough to Zhong Kui,"Zhang Daqian 張大千 (China, 1899-1983)",China,1926,Ink and color on paper,H x W: 229 x 63.3 cm (90 3/16 x 24 15/16 in),Purchase — Smithsonian Unrestricted Trust Funds,,,Painting,,,,,All_images1.0\image357.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7438_40
"Finial with human hybrid, fragment",,China,ca. 1050-ca. 950 BCE,Jade (nephrite),H x W x D: 4.8 x 2.7 x 0.3 cm (1 7/8 x 1 1/16 x 1/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image358.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.478_002
Wine Container (Bohuan you),,China,11th-10th century BCE,Bronze,H x W x D: 38.1 x 30.1 x 23 cm (15 x 11 7/8 x 9 1/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image359.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7282_33
Cottage in the Mountains,Shitao (1642-1707),China,1679,Hanging scroll; ink and color on paper,H x W (image): 108.6 x 52 cm (42 3/4 x 20 1/2 in),Purchase — Charles Lang Freer Endowment and the Collections Acquisitions Program,,,Painting,,,,,All_images1.0\image360.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8068_24
Bell (bo) with felines and dragons; probably from a set of four,,"Houma foundry, Shanxi province, China",ca. 550-500 BCE,Bronze,H x W x D: 41 x 31 x 24.4 cm (16 1/8 x 12 3/16 x 9 5/8 in),Gift of Arthur M. Sackler,,,Musical Instrument,,,,,All_images1.0\image361.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.287_001
Tablet,,"Anyang, probably Henan province, China",ca. 1250-ca. 1050 BCE,Jade (nephrite),H x W x D: 20.3 × 2.4 × 1.2 cm (8 × 15/16 × 1/2 in),Gift of Arthur M. Sackler,,,Ceremonial Object,,,,,All_images1.0\image362.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.671_001
"Transcription of the Mount Yi Stele, in seal script",,China,inscription: late 10th century; rubbing: 20th century,Ink on paper,H x W: 152 × 83.5 cm (59 13/16 × 32 7/8 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image363.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7518_40
"Bell (yong) with masks, birds, and dragons; from a set",,"Houma foundry, Shanxi province, China",ca. 500-450 BCE,Bronze,H x W x D: 46.5 x 24 x 7 cm (18 5/16 x 9 7/16 x 2 3/4 in),Gift of Arthur M. Sackler,,,Musical Instrument,,,,,All_images1.0\image364.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.285_001
Forgery of A Saddled Horse by the Prince of Dongdan,"Zhang Daqian 張大千 (China, 1899-1983)",China,,Colors and ink on paper,H x W: 35.7 x 37.5 cm (14 1/16 x 14 3/4 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Painting,,,,,All_images1.0\image365.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5924_09
"Rubbing of a bronze vessel, type fu inscription and description",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image366.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8515_21
Rubbings of an inscription dated 584 on a Buddhist statue,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image367.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8496_24
Earring (?),,China,,Glass,H x W x D: 3.4 x 1.5 x 0.8 cm (1 5/16 x 9/16 x 5/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.7",,,Jewelry and Ornament,,,,,All_images1.0\image368.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8078_27
Necklace bead,,China,,Glass,H x Diam (overall): 1.5 x 2.2 cm (9/16 x 7/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.40",,,Jewelry and Ornament,,,,,All_images1.0\image369.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.264.40_001
4 rubbings of: a. bronze fragment; b. bronze belt-hook; c. bronze ornament; d. bronze belt-hook,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image370.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_09
Small memorial stele,,China,,Stone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Sculpture,,,,,All_images1.0\image371.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8506_04
Rubbings of stone Buddhist stele with inscription dated 500 B.C.E.,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image372.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_05
"Small cup-shaped dish, possibly a lid",,China,,,,Gift of Jack H. Kent,,,Vessel,,,,,All_images1.0\image373.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3641
Fragment of urn,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images1.0\image374.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-656_1
Copy of F1911.115--Chinese bronze,,China,,Plaster,,,,,Mirror,,,,,All_images1.0\image375.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-RE-24_1-000001
Necklace bead,,China,,Glass,H x Diam (overall): 1.9 x 0.9 cm (3/4 x 3/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.42",,,Jewelry and Ornament,,,,,All_images1.0\image376.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.264.42_001
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image377.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-422_001
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image378.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-400_001
Pottery: Unidentified form,,China,,Stoneware with carbon blackening,,Purchase — Charles Lang Freer Endowment,,,Unclassified,,,,,All_images1.0\image379.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-221v1
Rubbings of inkstone and cover with design of bamboo,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image380.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_18
rubbings: a. of bronze heptagonal ring; b. of bronze fragment,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image381.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8443_06
Mirror,,China,,Bronze,Diam: 3.8 cm (1 1/2 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image382.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-95
1 of Six rubbings of the Six Horses of T'ang T'ai-Tsung (r. 627-649),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image383.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_26
4 rubbings of: a. bronze chariot fitting?; b. bronze belthook; c. bronze belt-hook(?); d. bronze fragment,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image384.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_08
"Rubbing of stone Taoist stele, with inscription dated 583 B.C.E.",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image385.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8527_08
Animal plaque,,China,,Stone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images1.0\image386.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-S-64_1
Rubbings of inscriptions at Wu Liang tz'u (FSC-R-255 through FSC-R-261),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image387.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_26
Arrowhead,,China,,Bone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image388.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-16_1
Mirror,,China,,Bronze,Diam x D: 12.6 x 0.8 cm (4 15/16 x 5/16 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image389.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_07
Button,,China,,Glass,H x W x D: 2.2 x 2.2 x 0.6 cm (7/8 x 7/8 x 1/4 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.4",,,Costume and Textile,,,,,All_images1.0\image390.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8078_24
"Chinese bronze (reproduction); Modern (""Magic Mirror"")",,China,,Bronze,Diam x D: 7.2 x 0.6 cm (2 13/16 x 1/4 in),,,,Mirror,,,,,All_images1.0\image391.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8504_11
Necklace bead,,China,,Glass,H x Diam (overall): 1.4 x 1.6 cm (9/16 x 5/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.16",,,Jewelry and Ornament,,,,,All_images1.0\image392.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.264.16_001
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image393.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-427_001
Rubbings of transcription in three parts of the Lotus sutra,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image394.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8496_21
Rubbings of the two sides of a stone tile with carved designs of figures,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image395.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_16
Rubbing of inscription engraved on (side of?) inkstone (or side of cover),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image396.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_20
Mirror,,China,,Bronze,Diam x D: 14 x 0.6 cm (5 1/2 x 1/4 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image397.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_09
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image398.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-429_001
"Rubbing of stone Buddhist stele, with inscription dated 528 B.C.E.",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image399.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_09
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image400.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-392_001
Necklace bead,,China,,Glass,H x Diam (overall): 2 x 2 cm (13/16 x 13/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.39",,,Jewelry and Ornament,,,,,All_images1.0\image401.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.264.39_001
Mirror,,China,,Bronze,Diam x D: 13.8 x 0.6 cm (5 7/16 x 1/4 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image402.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_04
Mirror,,China,,Bronze,Diam x D: 11 x 0.6 cm (4 5/16 x 1/4 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image403.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_11
Rubbings of inscriptions reading Ta fu kuei and Fu kuei,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image404.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8448_12
1 of Six rubbings of the Six Horses of T'ang T'ai-Tsung (r. 627-649),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image405.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_24
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image406.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-431_001
Rubbing of pottery tile with monster mask and impressed lozenge borders,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image407.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_09
"Rubbing of stone Buddhist stele, with inscription dated 550",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image408.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_10
Ornament,,China,,Glass,H x W x D: 2.9 x 2 x 0.5 cm (1 1/8 x 13/16 x 3/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.264.33",,,Jewelry and Ornament,,,,,All_images1.0\image409.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8079_22
1 of rubbings of Nestorian crosses and floral designs at the Shih-tzu ssu,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image410.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_03
Plastic reproduction of a lacquer dish,,China,,Plastic,,,,,Vessel,,,,,All_images1.0\image411.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-L-3_1-000001
Long arrowhead,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image412.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-437
Rubbing of inkstone with design of flowers and foliage at the top,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image413.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_15
Rubbings of inscriptions at Wu Liang tz'u (FSC-R-255 through FSC-R-261),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image414.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8481_08
Arrowhead,,China,,Stone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image415.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-S-62
Fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images1.0\image416.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-642
Quadrangular slab,,China,,Hard grey limestone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Sculpture,,,,,All_images1.0\image417.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8506_22
Portrait of Zhong Kui,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image418.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8499_06
Vessel fragment,,China,,Bronze,,,,,Vessel,,,,,All_images1.0\image419.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-4843a-b_1
Mirror,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Mirror,,,,,All_images1.0\image420.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8513_07
"Rubbing of a bronze vessel, type yu inscription and description",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image421.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8515_20
Rubbings of inscriptions at Wu Liang tz'u (FSC-R-255 through FSC-R-261),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image422.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_25
"Rubbing of pottery tile with design of horses and birds, lozenge borders, impressed with wood stamps",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image423.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8517_06
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image424.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-414_001
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image425.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-418_001
Rubbing of pottery tile: a. showing figural designs (carved?) in two registers; b. showing impressed designs,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image426.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8516_25
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image427.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-430_001
"Rubbings of stone Buddhist stele, with inscription dated 561",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image428.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8534_38
Mirror,,China,,Bronze,Diam x D: 12 x 1.1 cm (4 3/4 x 7/16 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image429.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8504_07
Bowl,,China,,Glass,H x Diam (overall): 11.3 x 24.5 cm (4 7/16 x 9 5/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.255.3",,,Vessel,,,,,All_images1.0\image430.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8092_03
Lithograph of the Duanfang (Tuan-fang) altar set of bronzes in the Metropolitan Museum of Art,,China,,Ink on paper,,,,,Print,,,,,All_images1.0\image431.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8495_02
Rubbings of inscriptions at Wu Liang tz'u (FSC-R-255 through FSC-R-261),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image432.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8480_28
Mirror,,China,,Bronze,Diam x D: 10.5 x 0.9 cm (4 1/8 x 3/8 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image433.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8504_02
Long arrowhead,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image434.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-434
4 rubbings of: a-c: belt hooks; d. belt-hook(?),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image435.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_10
"3 rubbings: of bronze ornament, bronze retangular plaque, and of bronze tiger-shaped ornament",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image436.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8449_02
Arrowhead,,China,,Bone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image437.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-17
"Vessel shoulder, fragment",,China,,Unglazed stoneware,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image438.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-205v1
"Rubbing of stone relief showing lotus petal border, demons and animals",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image439.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8496_06
Mirror,,China,,Bronze,Diam x D: 14.6 x 0.4 cm (5 3/4 x 3/16 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image440.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_06
Mirror,,China,,Bronze,Diam x D: 16.9 x 0.9 cm (6 5/8 x 3/8 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image441.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_05
Arrowhead,,China,,Bone,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image442.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-O-15_1
Axe (fu),,China,,Jade,H x W x D: 7 x 20.9 x 1.7 cm (2 3/4 x 8 1/4 x 11/16 in),Gift of Elizabeth Meyer Lorentz,,,Ceremonial Object,,,,,All_images1.0\image443.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5635_07
Mirror,,China,,Bronze,Diam x D: 14.2 x 0.8 cm (5 9/16 x 5/16 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image444.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8503_08
1 of Six rubbings of the Six Horses of T'ang T'ai-Tsung (r. 627-649),,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image445.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8498_23
Mirror,,China,,Bronze,Diam x D: 16.6 x 1.3 cm (6 9/16 x 1/2 in),Purchase — Charles Lang Freer Endowment,,,Mirror,,,,,All_images1.0\image446.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8504_05
Rubbing of a stone slab engraved with a Buddhist inscription dated 736 B.C.E.,,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image447.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8497_29
"4 rubbings: 2 of bronze sowrd hilts, 1 of bronze ornament, and 1 of bronze chariot fitting",,China,,Ink on paper,,,,,Rubbing,,,,,All_images1.0\image448.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8443_07
Spade money,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Exchange Media,,,,,All_images1.0\image449.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-420_001
