Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Stand,,China,206 BCE-220 CE,Bronze,H x Diam: 40 × 42.1 cm (15 3/4 × 16 9/16 in),Gift of Charles Lang Freer,,,Furniture and Furnishing,,,,,All_images1.0\image10260.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7926_02
Table,,China,19th century,Wood,H x W x D: 84.3 x 185.4 x 91.7 cm (33 3/16 x 73 x 36 1/8 in),Gift of Charles Lang Freer,,,Furniture and Furnishing,,,,,All_images1.0\image10261.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8536_01
Handle of a ritual vessel (fragment),,China,ca. 1050-221 BCE,Bronze,H x W: 11.2 x 2.5 cm (4 7/16 x 1 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images1.0\image10262.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7729_25
Tablet,,China,1736-1795,Jade (nephrite),H x W: 14.7 x 8.8 cm (5 13/16 x 3 7/16 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image10263.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7535_21
"Landscape: mountains, stream, and pine-trees",Formerly attributed to Xia Gui 夏珪 (active ca. 1195-1230),China,16th century?,Hanging scroll; ink on silk,H x W (image): 130.2 x 49.6 cm (51 1/4 x 19 1/2 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10264.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5826_06
Mirror,,China,25-220,Bronze,Diam x D: 14 x 1.2 cm (5 1/2 x 1/2 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image10265.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7681_08
Pendant in the form of a fish,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D: 3.1 × 9.2 × 0.5 cm (1 1/4 × 3 5/8 × 3/16 in),Purchase — Charles Lang Freer Endowment,,,Jewelry and Ornament,,,,,All_images1.0\image10266.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1979.34_001
An Afternoon Visit near Tall Pines,Formerly attributed to Hong Zifan (11th century?),China,16th century,Hanging scroll; ink on silk,H x W (image): 130 x 78.1 cm (51 3/16 x 30 3/4 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10267.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5818_07
The Diamond Sutra,,China,18th-19th century,Gold ink on dark blue paper,H x W (each panel): 28 x 12.7 cm (11 x 5 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10268.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7448_11
Dagger-axe (ge),,China,770 BCE-9 CE,Bronze,H x W: 22.4 x 10.3 cm (8 13/16 x 4 1/16 in),Gift of Charles Lang Freer,,,Weapon and Armament,,,,,All_images1.0\image10269.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7727_06
Seal of Xie Zhiliu (1910-1997): Yuyinqitang,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D: 2.3 x 2.3 x 2.1 cm (7/8 x 7/8 x 13/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10270.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6012_02
Standing ram,,China,206 BCE-220 CE,Bronze,H x W: 1.6 x 1.5 cm (5/8 x 9/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10271.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7729_01
Poem by Zhou Bangyan in standard script,Liang Qichao (1873-1928),China,1926,Ink on sized paper,H x W (image): 19.4 x 53.5 cm (7 5/8 x 21 1/16 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image10272.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7378_48
Pendant in the form a mask,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D (overall): 4 x 3.7 x 0.2 cm (1 9/16 x 1 7/16 x 1/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image10273.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.305_001
Hair ornament (fragment),,China,618-907,Silver,H x W: 3.5 x 3.9 cm (1 3/8 x 1 9/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10274.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7653_29
"Flanged bracelet, trimmed",,China,ca. 5000-ca. 1700 BCE,Jade (serpentine),H x Diam (overall): 2.7 x 8.1 cm (1 1/16 x 3 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image10275.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.229_001
Seal of Xie Zhiliu (1910-1997): Zhuangmu,Wu Zijian (born 1947),China,1977,Soapstone,H x W x D (overall): 1.2 x 1.1 x 3.5 cm (1/2 x 7/16 x 1 3/8 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10276.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6040_02
"Brocade: large, velvet wall-hanging",,China,19th century,Velvet,H x W: 325 x 20 cm (127 15/16 x 7 7/8 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10277.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8546_32
Vessel (tui) and stand,,China,3rd-2nd century BCE,Bronze,H x W: 16.2 x 29.5 cm (6 3/8 x 11 5/8 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image10278.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7926_19
Ornament,,China,19th century,Jade (nephrite),H x W: 4.1 x 3 cm (1 5/8 x 1 3/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10279.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7534_05
Section of a frieze,,China,1644-1911,Wood,H x W x D: 60.5 x 11.2 x 7.1 cm (23 13/16 x 4 7/16 x 2 13/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10280.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7787_04
Chariot or harness fitting (?),,China,ca. 1050-771 BCE,Bronze,H x W: 7 x 7.2 cm (2 3/4 x 2 13/16 in),Gift of Charles Lang Freer,,,Tool and Equipment,,,,,All_images1.0\image10281.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6070_02
Two Eagles,Formerly attributed to Wang Xiao (second-half 10th century),China,1368-1644,Hanging scroll; ink on silk,H x W (image): 99.9 x 65.5 cm (39 5/16 x 25 13/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10282.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5828_02
Miniature ritual disk (bi),,China,19th century,Jade,H x W x D: 9.5 × 8.6 × 1.6 cm (3 3/4 × 3 3/8 × 5/8 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image10283.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7553_11
Poems and other short texts in various scripts,Qu Qijia (1873-1940),China,ca. 1931,Fan mounted as album leaf; ink on paper,H x W (image): 23.9 x 52 cm (9 7/16 x 20 1/2 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image10284.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7378_53
Ducks and flowers,,China,1368-1911,Ink and color on silk,H x W: 108.8 x 48.2 cm (42 13/16 x 19 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10285.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5733_01
Landscape: mountains and valleys,Formerly attributed to Huang Gongwang (1269-1354),China,16th-17th century,Ink on silk panel,H x W: 129 x 63 cm (50 13/16 x 24 13/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10286.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5674_13
Seated Lohan,,China,1368-1911,Iron,H x W x D: 8.8 × 8.1 × 6 cm (3 7/16 × 3 3/16 × 2 3/8 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10287.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7685_23
Dagger-axe (ge) with dragon,,"Henan province, China",ca. 1050-771 BCE,Bronze,H x W: 28 x 15 cm (11 x 5 7/8 in),Purchase — Charles Lang Freer Endowment,,,Weapon and Armament,,,,,All_images1.0\image10288.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8235_23
Saddle rug,,China,1644-1911,Fabric,H x W: 72 x 71 cm (28 3/8 x 27 15/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10289.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7868_15
Peonies and butterfly,Traditionally attributed to Xu Chongsi (active 11th century),China,1368-1644,Ink and color on silk,H x W: 126.5 x 60.5 cm (49 13/16 x 23 13/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10290.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5719_02
Head of Lohan (?),,China,960-1279,Stone,H x W x D (overall): 13.4 x 11.1 x 12.4 cm (5 1/4 x 4 3/8 x 4 7/8 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10291.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7607_30
Scenery on the Way to Hangzhou,Liu Jue (1410-1472),China,1471,Ink on paper,H x W (image): 33.6 x 57.8 cm (13 1/4 x 22 3/4 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images1.0\image10292.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8121_04
Statuette of a fu-lion,,China,,Iron,H x W x D: 8.4 x 4.6 x 3.7 cm (3 5/16 x 1 13/16 x 1 7/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10293.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7259_46
Water Buffalo,,China,1600-1725,Ink and light color on silk,H x W (overall): 32.2 x 32.5 cm (12 11/16 x 12 13/16 in),Gift of Mrs. Katharine Graham,,,Painting,,,,,All_images1.0\image10294.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8485_30
Garment hook (daigou),,China,1644-1911,Jade,H x W x D: 7.1 x 1 x 1.8 cm (2 13/16 x 3/8 x 11/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10295.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7523_06
Cong,,China,1644-1911,Jade (nephrite),H x W: 5.7 x 7.7 cm (2 1/4 x 3 1/16 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image10296.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7313_79
Pine and Brook,,China,16th century,Ink and color on silk,H x W (image): 174 x 94.6 cm (68 1/2 x 37 1/4 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10297.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5772_11
Fitting (fragment),,China,1050-221 BCE,Bronze,H x W: 14.1 x 2.2 cm (5 9/16 x 7/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10298.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7728_27
Archer's thumbring (ban zhi),,China,19th century,Jade,H x W: 2.3 x 2.7 cm (7/8 x 1 1/16 in),Gift of Charles Lang Freer,,,Tool and Equipment,,,,,All_images1.0\image10299.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7523_05
Octagonal tube,,China,1644-1911,Jade,H x W: 6.5 x 3.2 cm (2 9/16 x 1 1/4 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10300.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7534_33
Commentary on calligraphy in running-standard script,Pu Jin (1893-1966),China,1933,Fan mounted as album leaf; ink on sized paper,H x W (image): 23.6 x 51.3 cm (9 5/16 x 20 3/16 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image10301.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7304_31
Poem by Gong Zizhen (1792-1841) in running script,Feng Zikai (1898-1975),China,mid 20th-late 20th century,Ink on color-washed paper,H x W (image): 46.6 x 27.4 cm (18 3/8 x 10 13/16 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image10302.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5105_11
Table,,China,1368-1644,Wood,H x W x D: 73.1 x 101.2 x 33.8 cm (28 3/4 x 39 13/16 x 13 5/16 in),Gift of Charles Lang Freer,,,Furniture and Furnishing,,,,,All_images1.0\image10303.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8535_18
Tube (cong琮),,China,20th century,Jade (chalcedony),H x W x D (overall): 38.1 × 11.4 × 11.4 cm (15 × 4 1/2 × 4 1/2 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image10304.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.239_001-000001
Master Clam Catches a Shrimp 蜆子捕蝦圖,,China,mid 13th century,Ink on paper,H x W (image): 75.4 x 28 cm (29 11/16 x 11 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images1.0\image10305.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5123_10
Segmented disk,,China,ca. 1600-ca. 1050 BCE,Jade (nephrite),Diam x D: 11.6 × 4 cm (4 9/16 × 1 9/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image10306.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.223a-c_001
Seal of Xie Zhiliu (1910-1997): Kuhuangzhai,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 2.1 x 2 x 2 cm (13/16 x 13/16 x 13/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10307.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6013_04
Comment on Poetry in running-cursive script,,China,late 18th-early 19th century,Hanging scroll; ink on gold-flecked paper,H x W (image): 130.5 x 28.4 cm (51 3/8 x 11 3/16 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image10308.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7306_02
Fragment of a ceremonial axe,,China,ca. 1050-771 BCE,Jade (nephrite),H x W x D: 10.6 x 4 x 0.2 cm (4 3/16 x 1 9/16 x 1/16 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image10309.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5418_01
Pendant in the form of a dragon,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D (overall): 9.9 x 6.6 x 0.3 cm (3 7/8 x 2 5/8 x 1/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image10310.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.363_001
Cong,,China,1644-1914,Jade,H x W x D: 4.8 x 10.2 x 8.5 cm (1 7/8 x 4 x 3 3/8 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image10311.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7302_40
"Four Excerpts from the ""Treatise on Calligraphy"" in cursive script",Deng Sanmu (1898-1963),China,1944,Set of four hanging scrolls; ink on paper,"H x W (image, each): 143.6 x 36.8 cm (56 1/2 x 14 1/2 in)",Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image10312.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5594_05
Semi-circular plaque (lung),,China,1644-1911,Jade,H x W: 25.8 x 25.8 cm (10 3/16 x 10 3/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10313.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7523_36
Base for standard,,China,206 BCE-220 CE,Bronze,Diam: 16.6 cm (6 9/16 in),Gift of Charles Lang Freer,,,Tool and Equipment,,,,,All_images1.0\image10314.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7775_18
Couchant lion,,China,1368-1644,Stone,H x W x D (overall): 5.4 x 6.4 x 8.2 cm (2 1/8 x 2 1/2 x 3 1/4 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10315.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7607_17
"Seated Buddha (Shakyamuni), fragment",,China,618-907,Stone with traces of pigment,H x W x D: 35.5 × 23.4 × 14 cm (14 × 9 3/16 × 5 1/2 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10316.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7755_34
Seal with seated monkey,,China,,Bronze,H x W: 4.2 x 3.9 cm (1 5/8 x 1 9/16 in),Gift of Charles Lang Freer,,,Tool and Equipment,,,,,All_images1.0\image10317.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7677_07
Returning Home in the Snow,Formerly attributed to Wang Xia (8th century),China,16th century,Hanging scroll mounted on panel; ink and color on silk,H x W (image): 180.3 x 105.7 cm (71 x 41 5/8 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10318.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5674_05
Chariot or harness fitting,,China,ca. 1050-771 BCE,Bronze,H x W: 6.7 x 7.5 cm (2 5/8 x 2 15/16 in),Gift of Charles Lang Freer,,,Tool and Equipment,,,,,All_images1.0\image10319.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6070_03
Seal of Xie Zhiliu (1910-1997): Moming niaoxian,Wu Zijian (born 1947),China,1973,Stone,H x W x D (overall): 2.5 x 2.5 x 5.4 cm (1 x 1 x 2 1/8 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10320.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6038_09
Pendant in the form of a dragon,,China,20th century,Stone,H x W x D (overall): 12.9 × 9.7 × 1.1 cm (5 1/16 × 3 13/16 × 7/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image10321.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.364_001
Two parts of a broken ceremonial vessel of the type ku,,China,ca. 1050-221 BCE,Bronze,,Gift of S. Kriger,,,Vessel,,,,,All_images1.0\image10322.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-3_1-000001
Neck of a vase,,China,,White porcelain under clear glaze,,Gift of Mr. Marion McDowell,,,Vessel,,,,,All_images1.0\image10323.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4282_1
A standing deer,,"Inner Mongolia/Ordos, China",206 BCE-220 CE,Bronze,H x W: 8.3 x 7.1 cm (3 1/4 x 2 13/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10324.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7706_16
Seal of Xie Zhiliu (1910-1997): Mingyu,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 1.4 x 0.8 x 3.1 cm (9/16 x 5/16 x 1 1/4 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10325.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6029_06
Lid,,"Fujian province, China",16th century,Porcelain with clear glaze,H x Diam (overall): 1.8 x 6.4 cm (11/16 x 2 1/2 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Vessel,,,,,All_images1.0\image10326.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4222_1
Fragment (partial leg of ding?),,"North Gate of Changsha Tomb, China",,,H x W x D (overall): 9.9 x 7 x 4.9 cm (3 7/8 x 2 3/4 x 1 15/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Vessel,,,,,All_images1.0\image10327.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4133_1-000001
"Four Luohan with Attendants, Tigers, and Supplicant",Formerly attributed to Lu Lengjia (active 730-760),China,18th century,Ink and color on silk,H x W: 244.9 x 67 cm (96 7/16 x 26 3/8 in),Gift of Elizabeth Meyer Lorentz,,,Painting,,,,,All_images1.0\image10328.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5642_12
Small square rug,,China,1644-1911,Fabric,H x W: 68 x 66 cm (26 3/4 x 26 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10329.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7905_08
Statuette of a monk,,China,618-907,Bronze,H x W: 10.6 x 3.2 cm (4 3/16 x 1 1/4 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10330.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7630_05
Cong,,China,1644-1911,Jade,H x W: 11.3 x 7 cm (4 7/16 x 2 3/4 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image10331.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7302_46
Hen,,China,960-1279,Jade,H x W x D: 5.2 x 6.9 x 2.3 cm (2 1/16 x 2 11/16 x 7/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image10332.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7418_22
Mountain landscape in winter,,China,1644-1911,Ink and color on silk,H x W: 166.9 x 53.8 cm (65 11/16 x 21 3/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10333.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5908_11
Seal of Xie Zhiliu (1910-1997): Xie Zhiliu yin,Wu Zijian (born 1947),China,1973,Soapstone,H x W x D (overall): 1.3 x 1.3 x 3.6 cm (1/2 x 1/2 x 1 7/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10334.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6039_01
Pendant in the form of a fish,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D: 0.9 × 6.1 × 0.7 cm (3/8 × 2 3/8 × 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image10335.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.303_001
Gourd-shaped vase,,Northern China,1644-1911,Marbelized stoneware with clear glaze,H x Diam: 28.9 × 19.2 cm (11 3/8 × 7 9/16 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images1.0\image10336.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8004_09
Seal of Xie Zhiliu (1910-1997): Luomo,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 2.4 x 2.3 x 4 cm (15/16 x 7/8 x 1 9/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10337.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6032_06
Hibiscus and shrimp,Qi Baishi 齊白石 (1864-1957),China,mid-20th century,Ink and color on paper,H x W (image): 178.8 x 47.5 cm (70 3/8 x 18 11/16 in),"Bequest from the collection of Wang Fangyu and Sum Wai, donated in their memory by Mr. Shao F. Wang",,,Calligraphy,,,,,All_images1.0\image10338.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7425_33
Double seal of Xie Zhiliu (1910-1997): Xie Zhi / Zhiliu,Wu Zijian (born 1947),China,1972,Soapstone,H x W x D (overall): 1.9 x 0.8 x 3.6 cm (3/4 x 5/16 x 1 7/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10339.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6034_06
Landscape,Formerly attributed to Mi Fu (傳)米芾 (1052-1107),China,1368-1644,Ink on paper,H x W: 103.4 x 37.6 cm (40 11/16 x 14 13/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10340.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5817_11
Seal for Chang Hui-shu,Yi Da'an (1876-1941),China,1925,Stone,H x W x D: 4.2 x 1.3 x 1.3 cm (1 5/8 x 1/2 x 1/2 in),Gift of Tong-Ching Chang in memory of her father Hui-Shu Chang,,,Tool and Equipment,,,,,All_images1.0\image10341.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6620_06
The Immortal Liu Hai,Formerly attributed to Liu Lüzhong (12th century),China,16th-17th century,Hanging scroll; ink on silk,H x W (image): 146.8 x 82 cm (57 13/16 x 32 5/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10342.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5124_07
Plaque,,China,1644-1911,Jade,H x W: 11 x 6.7 cm (4 5/16 x 2 5/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10343.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7624_28
