Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Cup stand (tuozhan) in the form of a lotus with floral scrolls,,China,1403-1424,Carved red laqcuer on wood core,H x W x D: 8.8 x 20.3 x 20.3 cm (3 7/16 x 8 x 8 in),Gift of Arthur M. Sackler,,,Furniture and Furnishing,,,,,All_images1.0\image1096.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7416_39
Ritual wine vessel (jue),,China,11th century BCE,Bronze Cast,H x W x D: 23.5 x 19 x 11.4 cm (9 1/4 x 7 1/2 x 4 1/2 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1097.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7401_36
Garment Hook (daigou),,China,3rd-2nd century BCE,Gilt bronze and jade,H x W x D: 10.6 x 2.5 x 2.9 cm (4 3/16 x 1 x 1 1/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1098.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6657_05
Ritual wine container (Zun),,China,11th-10th century BCE,Bronze,H x W x D: 19.7 x 16.5 x 17 cm (7 3/4 x 6 1/2 x 6 11/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1099.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7402_04
Garment hook (daigou),,China,5th-3rd century BCE,Cast bronze with gold and turquoise inlay,H x W x D: 19 x 2.2 x 3.3 cm (7 1/2 x 7/8 x 1 5/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1100.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6191_02
Ritual wine container (Hu),,China,6th century BCE,Bronze Cast,H x W x D: 35 x 23.7 x 24 cm (13 3/4 x 9 5/16 x 9 7/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1101.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7401_40
Carved lacquer dish,,China,14th- early 15th century,"Carved paste with red, black, and brown lacquer on wood core in imitation of carved lacquer",H x W x D: 5.2 x 34.9 x 34.9 cm (2 1/16 x 13 3/4 x 13 3/4 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1102.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7416_27
Garment hook,,China,480-221 BCE,Bronze with gold and silver inlay,H x W x D: 10.1 x 2.1 x 2.3 cm (4 x 13/16 x 7/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1103.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.941_001
Cup,,China,15th-16th century,Jade,H x W x D: 5.4 x 11 x 6.6 cm (2 1/8 x 4 5/16 x 2 5/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1104.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6423_04
Cup (bei),,China,9th century,Jade,H x W x D: 3.9 x 5.2 x 4.8 cm (1 9/16 x 2 1/16 x 1 7/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1105.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1997.816_001
Scabbard slide (zhi),,China,2nd century BCE-2nd century CE,Jade (nephrite),H x W x D: 10.9 x 2.8 x 2.7 cm (4 5/16 x 1 1/8 x 1 1/16 in),Gift of Arthur M. Sackler,,,Weapon and Armament,,,,,All_images1.0\image1106.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5984_06
Food vessel (ding),,China,ca. 11th century BCE,Bronze,H x W x D: 23.5 x 19.9 x 20.3 cm (9 1/4 x 7 13/16 x 8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1107.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7382_22
"Rectangular plaque, intertwining animals suspension",,China,,Bronze,,Gift of Emma Bunker,,,Jewelry and Ornament,,,,,All_images1.0\image1108.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8513_12
Pavilion on River's Edge,Huang Binhong (1865-1955),"Xixian, Anhui province, China",1936,Ink on paper,H x W (image): 75.5 x 27.2 cm (29 3/4 x 10 11/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1109.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6898_05
Walking with a Staff near the Streamside Pavilion,Huang Binhong (1865-1955),"Xixian, Anhui province, China",ca. 1930,Ink and color on paper,H x W (image): 92 x 36.7 cm (36 1/4 x 14 7/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1110.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5571_14
Ritual ewer (yi) with dragons,,China,ca. 770-700 BCE,Bronze Cast,H x W x D: 16.5 x 15.7 x 27.7 cm (6 1/2 x 6 3/16 x 10 7/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1111.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6352_08
Ritual cauldron (ding) with interlaced dragons,,China,ca. 550-500 BCE,Bronze,H x W x D: 34.5 x 39 x 33.3 cm (13 9/16 x 15 3/8 x 13 1/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1112.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7382_14
Ritual ewer (yi) with animals,,China,ca. 625-500 BCE,Bronze,H x W x D (overall): 15.1 x 15.1 x 28.2 cm (5 15/16 x 5 15/16 x 11 1/8 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1113.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6352_04
Pleated Summer Skirt,,China,1875-1925,"Silk with silk embroidery floss, gold thread, ribbon, and applique",H x W: 96.5 x 79 cm (38 x 31 1/8 in),Gift of Elizabeth G. Robb,,,Costume and Textile,,,,,All_images1.0\image1114.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-2824_17h
Rank badge - two egrets,,China,15th century,Silk woven in the kesi technique,H x W: 32.4 × 36.9 cm (12 3/4 × 14 1/2 in),Gift of Shirley Z. Johnson,,,Costume and Textile,,,,,All_images1.0\image1115.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F2017.9_001-000001
Ritual water basin,,China,11th century BCE,Bronze,H x W x D: 11.4 x 31.7 x 31.7 cm (4 1/2 x 12 1/2 x 12 1/2 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1116.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6352_10
Amulet,,China,1644-1911,Jade,H x W: 4.4 x 2.9 cm (1 3/4 x 1 1/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image1117.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7699_01
Vessel (kuei) and cover with stand,,China,9th century BCE,Bronze,H x W: 27.2 x 40.4 cm (10 11/16 x 15 7/8 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image1118.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8324_24
Ritual wine container (hu),,China,ca. 4th-3rd century BCE,Bronze wth gold inlay,H x W x D: 12.8 x 9.1 x 9 cm (5 1/16 x 3 9/16 x 3 9/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1119.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.896_001
Lamp (deng),,China,ca. 2nd-1st century BCE,Bronze with mercury gilding and silvering; with incised lines,H x W: 12.2 x 16.2 cm (4 13/16 x 6 3/8 in),Gift of Arthur M. Sackler,,,Furniture and Furnishing,,,,,All_images1.0\image1120.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.339a-c_001
Triangular fragment from rim of bowl,,"Jingdezhen, Jiangxi province, China",14th century,Porcelain with cobalt pigment under clear glaze,H x W: 6.6 x 7.8 cm (2 5/8 x 3 1/16 in),Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1121.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5363_04
"Section (triangular) of large dish, midbase through rim",,"Jingdezhen, Jiangxi province, China",early 15th century,Porcelain with clear glaze,H x W: 7.4 x 25 cm (2 15/16 x 9 13/16 in),Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1122.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5362_04
Mirror,,China,late 19th century,Bronze,Diam x D: 25.8 x 1.6 cm (10 3/16 x 5/8 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image1123.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5992_04
Bell (bo) with dragons; probably from a set of four,,"Jincun, Henan province, China",ca. 400-300 BCE,Bronze,H x W x D: 37 x 25.5 x 21 cm (14 9/16 x 10 1/16 x 8 1/4 in),Gift of Arthur M. Sackler,,,Musical Instrument,,,,,All_images1.0\image1124.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.302_001
Mirror,,China,206 BCE-220 CE,Bronze,Diam x D: 9.2 x 1.2 cm (3 5/8 x 1/2 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image1125.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5993_09
"Pendant in the form of a dragon with raised uniform curls, one of a pair",,China,475-221 BCE,Jade (nephrite),H x W x D: 3.4 x 10.2 x 0.4 cm (1 5/16 x 4 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1126.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.641_001
"Pendant in the form of a dragon with raised uniform curls, one of a pair",,China,475-221 BCE,Jade (nephrite),H x W x D: 2.9 × 10.2 × 0.5 cm (1 1/8 × 4 × 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1127.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.894_001
Pendant in the form of a standing figure,,China,475-221 BCE,Jade (nephrite),H x W x D: 5.2 x 1.4 x 1 cm (2 1/16 x 9/16 x 3/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1128.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.672_001
Finial in the form of a bird,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D: 6.1 x 3.3 x 0.2 cm (2 3/8 x 1 5/16 x 1/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1129.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.524_002-000001
Fragment of a lotus pedestal,,China,618-907,Stone,H x W x D (overall): 13 x 15.2 x 15 cm (5 1/8 x 6 x 5 7/8 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image1130.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7259_20
Sword fitting,,China,19th century,Jade,H x W: 3.5 x 3.9 cm (1 3/8 x 1 9/16 in),Gift of Charles Lang Freer,,,Weapon and Armament,,,,,All_images1.0\image1131.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7533_11
Lady in a Garden,Wang Su (1794-1877),China,19th century,Hanging scroll; ink and color on paper,H x W (image): 118.6 x 31.5 cm (46 11/16 x 12 3/8 in),Gift of Mrs. Barbara Noel,,,Painting,,,,,All_images1.0\image1132.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-2068-20h
Pendant in the form of a bird,,China,475-221 BCE,Jade (nephrite),H x W x D (overall): 5 x 3.2 x 0.4 cm (1 15/16 x 1 1/4 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1133.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.891_001
"Running script, after Mi Fu",Wang Yachen (1894-1983),China,1973,Ink on paper,H x W: 169 x 48 cm (66 9/16 x 18 7/8 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Calligraphy,,,,,All_images1.0\image1134.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5804_07
Pendant in the form of a female dancer,,China,206 BCE-9 CE,Jade (nephrite),H x W x D: 6.3 x 3.2 x 0.3 cm (2 1/2 x 1 1/4 x 1/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1135.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.848_001
Sword scabbard slide with bird and raised hexagons arranged in a grid,,China,475-221 BCE,Jade (nephrite),H x W x D: 7.4 x 2.6 x 1.2 cm (2 15/16 x 1 x 1/2 in),Gift of Arthur M. Sackler,,,Weapon and Armament,,,,,All_images1.0\image1136.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.684_001
Tubular head ornament,,Northeast China,ca. 3800 - 2700 BCE,Jade (nephrite),H x W x D: 15.8 x 9.7 x 7 cm (6 1/4 x 3 13/16 x 2 3/4 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1137.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.842_001
Food vessel (gui) with birds,,"Baoji, Shaanxi province, China",ca. 1050-1000 BCE,Bronze,H x W x D: 34.6 x 29.7 x 21.5 cm (13 5/8 x 11 11/16 x 8 7/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1138.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7281_25
Cup with cover,,"Jingdezhen, Jiangxi province, China",after 1921,Porcelain and enamel,H x Diam (Cup): 6.5 × 10.5 cm (2 9/16 × 4 1/8 in),Gift of Helenor Campbell Wilder Foerster,,,Vessel,,,,,All_images1.0\image1139.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-RLS2015.14_001
Hollow shaft bell (nao) with spirals,,"Yangzi River valley, China",ca. 1050-900 BCE,Bronze,H x W x D: 32.4 x 19.7 x 14.2 cm (12 3/4 x 7 3/4 x 5 9/16 in),Gift of Arthur M. Sackler,,,Musical Instrument,,,,,All_images1.0\image1140.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.278_001
"Pendant in the form of a dragon with raised uniform curls, one of a pair",,China,475-221 BCE,Jade (nephrite),H x W x D: 2.9 × 10.2 × 0.5 cm (1 1/8 × 4 × 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1141.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.850_001
"After Sun Guoting's Treatise on Calligraphy, in cursive script",Wang Yachen (1894-1983),China,1970,Ink on paper,H x W: 25.3 x 15.5 cm (9 15/16 x 6 1/8 in),Gift of Benjamin Chou in memory of Wang Yachen,,,Calligraphy,,,,,All_images1.0\image1142.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5804_03
Bodhidharma Meditating,Jin Nong (1687-1763),China,1762,Ink and colors on paper,H x W (image): 81.6 x 26.5 cm (32 1/8 x 10 7/16 in),"Transfer from the National Museum of Natural History, Smithsonian Institution",,,Painting,,,,,All_images1.0\image1143.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7426_36
Stem and base of stemcup,,China,14th century,Porcelain with cobalt pigment under clear glaze,H x W: 7.3 x 6.3 cm (2 7/8 x 2 1/2 in),Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1144.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5362_06
Garment hook with ridges,,China,206 BCE-220 CE,Jade (nephrite),H x W x D: 9.8 x 1.8 x 2.7 cm (3 7/8 x 11/16 x 1 1/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1145.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.716_001
Brocade panel,,China,19th century,Silk,H x W: 176.5 x 49.6 cm (69 1/2 x 19 1/2 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image1146.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7814_06
Brocade panel,,China,19th century,Silk,H x W: 178.5 x 49.4 cm (70 1/4 x 19 7/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image1147.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7814_07
Album of Flowers and Portrait of Shitao - Hibiscus,Shitao (1642-1707),"Yangzhou, Jiangsu province, China",ca. 1698,Ink and color on paper,H x W: 32.7 x 46 cm (12 7/8 x 18 1/8 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1148.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5553_11
"Oracle bone fragment, inscribed",,"Anyang, probably Henan province, China",ca. 1250-1050 BCE,Turtle plastron,H x W x D: 7.7 × 10.2 × 1.5 cm (3 1/16 × 4 × 9/16 in),Acquired under the guidance of the Carl Whiting Bishop expedition,,,Ceremonial Object,,,,,All_images1.0\image1149.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7435_44
Finial in the form of a bird,,"Anyang, probably Henan province, China",ca. 1250-ca. 1050 BCE,Jade (nephrite) imported from the northeast,H x W x D: 10.1 × 3.9 × 0.6 cm (4 × 1 9/16 × 1/4 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1150.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.640_001
Album of Flowers and Portrait of Shitao: Flowering Crab Apple,Shitao (1642-1707),"Yangzhou, Jiangsu province, China",ca. 1698,Ink and color on paper,H x W (image): 25.6 x 34.5 cm (10 1/16 x 13 9/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1151.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8133_20
Stele of the Xuanmi Pagoda in standard script 《玄秘塔碑》,,China,inscription: 842; rubbing: 20th century,Ink on paper,H x W: 245.8 x 119.4 cm (96 3/4 x 47 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1152.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5763_07
Reminiscences of Nanjing: Farewell to Spring,Shitao (1642-1707),"Nanjing, China",1707,Ink and color on paper,H x W (image): 23.8 x 19.2 cm (9 3/8 x 7 9/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1153.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8132_19
Pendant in the form of a stag,,China,ca. 1050-ca. 850 BCE,Muscovite (massive sericite),H x W x D: 4 x 8.5 x 0.4 cm (1 9/16 x 3 3/8 x 3/16 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images1.0\image1154.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.872_001
Album of Flowers and Portrait of Shitao: Bamboo and Narcissus,Shitao (1642-1707),"Yangzhou, Jiangsu province, China",ca. 1698,Ink and color on paper,H x W (image): 25.6 x 34.5 cm (10 1/16 x 13 9/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1155.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5553_07
Album of Flowers and Portrait of Shitao - Orchids,Shitao (1642-1707),"Yangzhou, Jiangsu province, China",ca. 1698,Ink and color on paper,"H x W (image, each): 32.7 x 46 cm (12 7/8 x 18 1/8 in)",Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1156.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5553_06
Stele of the Yan Family Temple,Yan Zhenqing 颜眞卿 (709-785),China,inscription: 780,Ink on paper,H x W (a): 242.8 x 131.2 cm (95 9/16 x 51 5/8 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1157.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5763_05
Stele for the late Buddhist Monk Daoyin,Ouyang Tong (died 691),China,inscription: 663; rubbing: 20th century,Ink on paper,H x W (rubbing): 220.8 x 101.5 cm (86 15/16 x 39 15/16 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1158.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7491_23
"Stele of the Shuowen Radicals, in seal script and standard script 說文目錄偏傍字源碑",Mengying 夢英 (mid- to late 10th century),China,inscription: 999; rubbing: 20th century,Ink on paper,H x W (image): 202.5 x 94 cm (79 3/4 x 37 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1159.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7518_39
Epitaph of Xing Yanbao (died 704) in standard script 《周邢府君墓誌銘》,,China,inscription: 704; rubbing: 20th century,Ink on paper,H x W: 58.3 x 55.5 cm (22 15/16 x 21 7/8 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1160.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5763_01
"Juniper, from an album of flower and rock arrangements in pots",Sun Kehong (1532-1610),China,probably 1590s,Ink and color on paper,H x W: 53.2 x 45.7 cm (20 15/16 x 18 in),"Gift of Karen Y. Wang in memory of her father, Nan-Ping Wong",,,Painting,,,,,All_images1.0\image1161.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7368_44
Album of Flowers and Portrait of Shitao - Peonies,Attributed to Shitao (1642-1707),"Yangzhou, Jiangsu province, China",ca. 1698,Ink and color on paper,H x W (image): 25.6 x 34.5 cm (10 1/16 x 13 9/16 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1162.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5553_08
Boating Under the Red Cliff,"Zhang Daqian 張大千 (China, 1899-1983)",China,ca. 1926-29,Ink and color on paper,H x W (image): 106.2 x 51.5 cm (41 13/16 x 20 1/4 in),Purchase — Smithsonian Unrestricted Trust Funds,,,Painting,,,,,All_images1.0\image1163.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7438_42
Bowl with Jun-style glaze,"Han Mei Lin (China, born ca. mid-20th century)","Beijing, China",1989,Stoneware with Jun-style glaze,H x Diam: 17.9 x 31.6 cm (7 1/16 x 12 7/16 in),Gift of the artist,,,Vessel,,,,,All_images1.0\image1164.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6527_05
"Bell (yong) with dragons from a set of six graduated bells (bianzhong), along with S1987.4 & .6-.9",,China,ca. 525-475 BCE,Bronze,H x W x D: 29 x 14.5 x 11.7 cm (11 7/16 x 5 11/16 x 4 5/8 in),Gift of Arthur M. Sackler,,,Musical Instrument,,,,,All_images1.0\image1165.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S1987.5_001
The Duobao Pagoda Stele in standard script,Yan Zhenqing 颜眞卿 (709-785),China,"inscription: 752; rubbing, 20th century",Ink on paper,H x W (image): 186.6 x 97.6 cm (73 7/16 x 38 7/16 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1166.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5763_04
Ritual food serving vessel (jing gui),,China,10th century BCE,Bronze,H x W x D: 15.5 x 32.1 x 23.5 cm (6 1/8 x 12 5/8 x 9 1/4 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images1.0\image1167.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5394_02
Epitaph of Mu Shao (480-531) in standard script,,China,inscription: 531; rubbing: 20th century,Ink on paper,H x W (image): 103.2 x 99.6 cm (40 5/8 x 39 3/16 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1168.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5752_07
Pavilion in Mountain Mist,Huang Binhong (1865-1955),China,ca. 1934,Ink and color on paper,H x W (image): 77.2 x 35.5 cm (30 3/8 x 14 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images1.0\image1169.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6883_01
Plate,,China,618-906,"Silver and gold; hammered, repoussed, and gilded",H x Diam (overall): 5.1 x 24.4 cm (2 x 9 5/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.273",,,Vessel,,,,,All_images1.0\image1170.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8082_27
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1171.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2853_1
"Vessel wall, small fragment",,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1172.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3286_1
Wall fragment,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1173.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2809_1
"Bowl, fragment of footrim",,China,,,,Gift of Richard J. Pearson,,,Vessel,,,,,All_images1.0\image1174.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2775_1
"Mouth rim, vessel fragment",,"Longquan, Zhejiang province, China",1127-1279,Stoneware with Guan style glaze,,Gift of C.F. Yau,,,Vessel,,,,,All_images1.0\image1175.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1098_1-000002
Blue-and-white vessel,,China,,,,,,,Vessel,,,,,All_images1.0\image1176.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-967_1
Pottery: Unidentified form,,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1177.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2925_1
Dagger-axe; inscription on handle; probably fake,,China,,Bronze,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Weapon and Armament,,,,,All_images1.0\image1178.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-136_1-000001
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1179.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2813_1
Fragment of base of conical clay vessel,,China,,,,Gift of W. Thomas Chase,,,Vessel,,,,,All_images1.0\image1180.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3876_1
Pottery: Unidentified form,,China,,,,Gift of Mrs. M. Siber,,,Vessel,,,,,All_images1.0\image1181.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2890_1
"Small plate, fragment of base",,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images1.0\image1182.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2799_1
"Stand, fragment",,"Zhejiang province, China",late 10th century,Stoneware with celadon glaze,,Purchase — Charles Lang Freer Endowment,,,Furniture and Furnishing,,,,,All_images1.0\image1183.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-266v2
Buckle with sea horse hook and openwork design; blue stone inlaid in center,,China,,Bronze,,Gift of Mrs. James M. Plumer,,,Jewelry and Ornament,,,,,All_images1.0\image1184.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-11
Epitaph of Chin Kung (?),,China,inscription: 960-1368,Ink on paper,H x W: 26.4 x 44.8 cm (10 3/8 x 17 5/8 in),Gift of Peking University,,,Rubbing,,,,,All_images1.0\image1185.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7507_21
